query_index,macro,country,object_term,query,status,added,rows_after,rejects_delta,failures_delta,elapsed_seconds
60,_infer,_infer,stamp,Category:1992 postage stamps,failed,0,1013,0,1,144.9
61,_infer,_infer,stamp,Category:1991 postage stamps,failed,0,1013,0,1,161.7
62,_infer,_infer,stamp,Category:1990 postage stamps,completed,0,1013,3,0,178.9
63,_infer,_infer,stamp,Category:1989 postage stamps,completed,1,1014,2,0,179.7
64,_infer,_infer,stamp,Category:1988 postage stamps,completed,0,1014,1,0,180.6
65,_infer,_infer,stamp,Category:1987 postage stamps,completed,0,1014,3,0,181.6
66,_infer,_infer,stamp,Category:1986 postage stamps,empty,0,1014,0,0,182.4
67,_infer,_infer,stamp,Category:1985 postage stamps,empty,0,1014,0,0,183.2
68,_infer,_infer,stamp,Category:1984 postage stamps,completed,2,1016,3,0,184.8
69,_infer,_infer,stamp,Category:1983 postage stamps,completed,1,1017,2,0,186.5
70,_infer,_infer,stamp,Category:1982 postage stamps,completed,0,1017,5,0,188.5
71,_infer,_infer,stamp,Category:1981 postage stamps,empty,0,1017,0,0,189.2
72,_infer,_infer,stamp,Category:1980 postage stamps,failed,0,1017,0,1,206.2
73,_infer,_infer,stamp,Category:1979 postage stamps,failed,0,1017,0,1,223.0
74,_infer,_infer,stamp,Category:1978 postage stamps,completed,1,1018,7,0,240.9
75,_infer,_infer,stamp,Category:1977 postage stamps,completed,2,1020,2,0,241.9
76,_infer,_infer,stamp,Category:1976 postage stamps,completed,0,1020,8,0,244.4
77,_infer,_infer,stamp,Category:1975 postage stamps,completed,4,1024,5,0,246.4
78,_infer,_infer,stamp,Category:1974 postage stamps,completed,1,1025,2,0,247.3
79,_infer,_infer,stamp,Category:1973 postage stamps,completed,0,1025,3,0,248.9
80,_infer,_infer,stamp,Category:1972 postage stamps,completed,0,1025,7,0,250.0
81,_infer,_infer,stamp,Category:1971 postage stamps,completed,2,1027,1,0,251.4
82,_infer,_infer,stamp,Category:1970 postage stamps,completed,1,1028,3,0,252.3
83,_infer,_infer,stamp,Category:1969 postage stamps,completed,1,1029,2,0,253.2
84,_infer,_infer,stamp,Category:1968 postage stamps,failed,0,1029,0,1,270.1
85,_infer,_infer,stamp,Category:1967 postage stamps,failed,0,1029,0,1,286.9
86,_infer,_infer,stamp,Category:1966 postage stamps,completed,1,1030,2,0,304.3
87,_infer,_infer,stamp,Category:1965 postage stamps,completed,6,1036,2,0,306.7
88,_infer,_infer,stamp,Category:1964 postage stamps,completed,0,1036,3,0,308.3
89,_infer,_infer,stamp,Category:1963 postage stamps,completed,1,1037,2,0,309.1
90,_infer,_infer,stamp,Category:1962 postage stamps,completed,0,1037,4,0,310.4
91,_infer,_infer,stamp,Category:1961 postage stamps,empty,0,1037,0,0,311.2
92,_infer,_infer,stamp,Category:1960 postage stamps,completed,0,1037,5,0,312.4
93,_infer,_infer,stamp,Category:1959 postage stamps,completed,2,1039,2,0,313.4
94,_infer,_infer,stamp,Category:1958 postage stamps,completed,1,1040,1,0,314.3
95,_infer,_infer,stamp,Category:1957 postage stamps,completed,1,1041,7,0,316.0
96,_infer,_infer,stamp,Category:1956 postage stamps,failed,0,1041,0,1,333.3
97,_infer,_infer,stamp,Category:1955 postage stamps,failed,0,1041,0,1,350.2
98,_infer,_infer,stamp,Category:1954 postage stamps,completed,0,1041,6,0,357.1
99,_infer,_infer,stamp,Category:1953 postage stamps,completed,0,1041,6,0,358.5
100,_infer,_infer,stamp,Category:1952 postage stamps,completed,2,1043,4,0,359.7
101,_infer,_infer,stamp,Category:1951 postage stamps,completed,1,1044,1,0,360.5
102,_infer,_infer,stamp,Category:1950 postage stamps,completed,4,1048,1,0,361.6
103,_infer,_infer,stamp,Category:1949 postage stamps,completed,12,1060,21,0,364.8
104,_infer,_infer,stamp,Category:1948 postage stamps,completed,1,1061,4,0,366.0
105,_infer,_infer,stamp,Category:1947 postage stamps,completed,1,1062,5,0,367.8
106,_infer,_infer,stamp,Category:1946 postage stamps,completed,1,1063,0,0,368.8
107,_infer,_infer,stamp,Category:1945 postage stamps,completed,3,1066,2,0,370.0
108,_infer,_infer,stamp,Category:1944 postage stamps,failed,0,1066,0,1,386.9
109,_infer,_infer,stamp,Category:1943 postage stamps,failed,0,1066,0,1,403.8
110,_infer,_infer,stamp,Category:1942 postage stamps,completed,3,1069,1,0,421.5
111,_infer,_infer,stamp,Category:1941 postage stamps,completed,6,1075,6,0,423.4
112,_infer,_infer,stamp,Category:1940 postage stamps,completed,2,1077,13,0,425.3
113,_infer,_infer,stamp,Category:1939 postage stamps,completed,0,1077,4,0,426.2
114,_infer,_infer,stamp,Category:1938 postage stamps,completed,0,1077,5,0,427.9
115,_infer,_infer,stamp,Category:1937 postage stamps,completed,4,1081,0,0,428.7
116,_infer,_infer,stamp,Category:1936 postage stamps,completed,1,1082,4,0,429.7
117,_infer,_infer,stamp,Category:1935 postage stamps,empty,0,1082,0,0,430.5
118,_infer,_infer,stamp,Category:1934 postage stamps,completed,1,1083,2,0,431.3
119,_infer,_infer,stamp,Category:1933 postage stamps,completed,2,1085,2,0,432.2
120,_infer,_infer,stamp,Category:1932 postage stamps,failed,0,1085,0,1,449.0
121,_infer,_infer,stamp,Category:1931 postage stamps,failed,0,1085,0,1,465.7
122,_infer,_infer,stamp,Category:1930 postage stamps,completed,0,1085,3,0,482.9
123,_infer,_infer,stamp,Category:1929 postage stamps,completed,1,1086,0,0,483.7
124,_infer,_infer,stamp,Category:1928 postage stamps,completed,0,1086,2,0,484.5
125,_infer,_infer,stamp,Category:1927 postage stamps,completed,2,1088,1,0,486.0
126,_infer,_infer,stamp,Category:1926 postage stamps,completed,0,1088,2,0,486.8
127,_infer,_infer,stamp,Category:1925 postage stamps,completed,0,1088,1,0,487.6
128,_infer,_infer,stamp,Category:1924 postage stamps,completed,1,1089,0,0,488.6
129,_infer,_infer,stamp,Category:1923 postage stamps,completed,0,1089,1,0,489.5
130,_infer,_infer,stamp,Category:1922 postage stamps,completed,0,1089,1,0,490.5
131,_infer,_infer,stamp,Category:1921 postage stamps,empty,0,1089,0,0,491.2
132,_infer,_infer,stamp,Category:1920 postage stamps,failed,0,1089,0,1,508.1
133,_infer,_infer,stamp,Category:1919 postage stamps,failed,0,1089,0,1,525.1
134,_infer,_infer,stamp,Category:1918 postage stamps,completed,0,1089,1,0,542.4
135,_infer,_infer,stamp,Category:1917 postage stamps,empty,0,1089,0,0,543.2
136,_infer,_infer,stamp,Category:1916 postage stamps,completed,0,1089,2,0,544.0
137,_infer,_infer,stamp,Category:1915 postage stamps,completed,0,1089,1,0,544.8
138,_infer,_infer,stamp,Category:1914 postage stamps,completed,0,1089,1,0,545.6
139,_infer,_infer,stamp,Category:1913 postage stamps,empty,0,1089,0,0,546.4
140,_infer,_infer,stamp,Category:1912 postage stamps,empty,0,1089,0,0,547.1
141,_infer,_infer,stamp,Category:1911 postage stamps,completed,0,1089,1,0,548.1
142,_infer,_infer,stamp,Category:1910 postage stamps,completed,0,1089,1,0,548.9
143,_infer,_infer,stamp,Category:1909 postage stamps,completed,0,1089,1,0,549.7
144,_infer,_infer,stamp,Category:1908 postage stamps,failed,0,1089,0,1,566.4
145,_infer,_infer,stamp,Category:1907 postage stamps,failed,0,1089,0,1,583.2
146,_infer,_infer,stamp,Category:1906 postage stamps,completed,0,1089,2,0,600.2
147,_infer,_infer,stamp,Category:1905 postage stamps,completed,0,1089,1,0,601.1
148,_infer,_infer,stamp,Category:1904 postage stamps,completed,0,1089,4,0,602.3
149,_infer,_infer,stamp,Category:1903 postage stamps,completed,0,1089,4,0,603.2
150,_infer,_infer,stamp,Category:1902 postage stamps,empty,0,1089,0,0,604.2
151,_infer,_infer,stamp,Category:1901 postage stamps,completed,1,1090,0,0,605.1
152,_infer,_infer,stamp,Category:1900 postage stamps,completed,3,1093,0,0,606.4
153,_infer,_infer,stamp,Category:1899 postage stamps,completed,1,1094,0,0,607.2
154,_infer,_infer,stamp,Category:1898 postage stamps,empty,0,1094,0,0,607.9
155,_infer,_infer,stamp,Category:1897 postage stamps,empty,0,1094,0,0,608.8
156,_infer,_infer,stamp,Category:1896 postage stamps,failed,0,1094,0,1,625.6
157,_infer,_infer,stamp,Category:1895 postage stamps,failed,0,1094,0,1,642.4
158,_infer,_infer,stamp,Category:1894 postage stamps,empty,0,1094,0,0,659.3
159,_infer,_infer,stamp,Category:1893 postage stamps,completed,1,1095,1,0,660.2
160,_infer,_infer,stamp,Category:1892 postage stamps,empty,0,1095,0,0,660.9
161,_infer,_infer,stamp,Category:1891 postage stamps,completed,3,1098,4,0,661.9
162,_infer,_infer,stamp,Category:1890 postage stamps,empty,0,1098,0,0,662.6
163,_infer,_infer,stamp,Category:1889 postage stamps,completed,1,1099,1,0,663.4
164,_infer,_infer,stamp,Category:1888 postage stamps,completed,0,1099,1,0,664.2
165,_infer,_infer,stamp,Category:1887 postage stamps,completed,0,1099,1,0,665.0
166,_infer,_infer,stamp,Category:1886 postage stamps,completed,0,1099,1,0,665.9
167,_infer,_infer,stamp,Category:1885 postage stamps,completed,1,1100,1,0,666.8
168,_infer,_infer,stamp,Category:1884 postage stamps,failed,0,1100,0,1,683.8
169,_infer,_infer,stamp,Category:1883 postage stamps,failed,0,1100,0,1,700.6
170,_infer,_infer,stamp,Category:1882 postage stamps,empty,0,1100,0,0,717.5
171,_infer,_infer,stamp,Category:1881 postage stamps,completed,2,1102,1,0,718.6
172,_infer,_infer,stamp,Category:1880 postage stamps,completed,1,1103,1,0,719.6
173,_infer,_infer,stamp,Category:1879 postage stamps,completed,0,1103,2,0,720.4
174,_infer,_infer,stamp,Category:1878 postage stamps,empty,0,1103,0,0,721.2
175,_infer,_infer,stamp,Category:1877 postage stamps,completed,0,1103,1,0,721.9
176,_infer,_infer,stamp,Category:1876 postage stamps,completed,0,1103,6,0,723.2
177,_infer,_infer,stamp,Category:1875 postage stamps,completed,0,1103,1,0,724.0
178,_infer,_infer,stamp,Category:1874 postage stamps,completed,0,1103,1,0,724.9
179,_infer,_infer,stamp,Category:1873 postage stamps,empty,0,1103,0,0,725.9
26,_infer,_infer,advertisement,"""advertisement""",completed,13,1113,787,0,89.3
27,_infer,_infer,advertisement,"""advertising""",completed,2,1115,798,0,178.2
28,_infer,_infer,book cover,"""book cover""",failed,7,1122,293,1,221.4
29,_infer,_infer,magazine cover,"""magazine cover""",empty,0,1122,0,0,228.0
30,_infer,_infer,label,"""label""",completed,12,1134,788,0,365.1
