production_composition_id	participant_arity	round16b_candidate_ids_json	state_count	state_id_set_sha256	transition_count_by_current_state	transition_id_set_sha256	workflow_count	workflow_id_set_sha256	export_count	export_id_set_sha256	partition_status	semantic_carry_forward_authorized
R16A-PCOMP-4B3E7A083FD416AD59F6	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	56f45d895e5edf337da5532df081c7db37ba406b2c003a1ddf36e4feb6de9761	3700	ee4498524b1d32f5fd85e2a46920423b5fb444f40b033f92b90909515ac25054	24	30f521226762a3086a0c5e230922ae1311d8a71aa84e64a4db3868a995322719	48	fb51a13ae57aae693ddc5d8e83a95c6ff374025d5513efe09d997ef48a635538	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4BA954891819FB879A8F	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	f5cf64f1510875e5abb512cc72d3f8ebc64900d3eb829f368eb01c22b7b94957	1948	31c685fc87d2b02115e5f9f11dde7d72c4527ac90c38c5e5ea8d79357b0d178f	24	7c6ee3dac46f514450f22c0f3a18212e89bc2676387986ebaef90b86a36d3227	48	dc78ca968a3de26bae579579a48a65da6c91b28d8b221d833aa620c6f25693f2	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4D2A4EBBF1CF70171146	2	[]	8	32c41132e94bc0a72ba09c4bd33f131988e862017de9d1b66a473ef989c3fe38	1216	b3ffd00cc3e11e23a12ca74aff819d82350a689fcfadb2bde1a70ef35e3438d5	8	2056e210f153ed4bea760a85b3d7c4b0ffedf5532015743cf05bdaab18dab2de	16	9adcc8dbe26beda5320861fdb50424adcb9b7b3953899e01065f8cc8ce8a6940	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4EF3A3E2DFDE164B5159	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	3d639a14b63f64f0d2696d3cfb67d67e5bb9de906eb9fa0ffb92ff966882ca4e	676	86574ebac67a20764acd6c25f75dd7781e051375753073364c0911f04e63c57d	24	b0d0e01c369d7bf687dd2f2fb8b592b8dd8143f0e56a0dab92d3f70c0590c0d7	48	978bf39949b33ee64c7b2b0f49d86e1b96532f8ed55c78f1549e69b5973a7e0a	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4F3FB819761FE6F3DF08	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	044311d53eec1f84d49db6b3bbd60c7e22184d5993117741bf3b96a9b933bab0	9996	7d3a51ca07024429dfffa1e36618533eb74ef698bfd637b612cf3ed8a07a5b86	64	2a35632b144afcfa92226cfd03d411a930a07564547b68e162240b2baaaab0be	128	e318a5fb83397b05c1824f35eb6813d809c96057934a4035428fdf18e2e102c6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-509B071B4919EF079753	2	[]	8	f89da0810f0c5c7ae369024ef3973bfb9425a71df92ece0956e1c1997f1e9c69	1216	b271e3f34e8e16191a55f9428b43cf8e630c8b119487fa0e1569c38367ff3e49	8	ca26553fec47864185c33573b72b00f7de9622cd7081f42badba2aad88a3842d	16	62cc982b3fe777491e7b098318d7470a81a452c6eaad76073cbefb515ff5eb8b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-50C6DEF0342FC33B88C8	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	454bedb302eeeba06aecd6d2514e792266d2ab2a26742c0fe4c89a269efa8540	1948	d3bd4551189e34d2f5e5ddc984cf2ea00191140bf7bb1ba4a41298df623c2eff	24	a60fcfa1f1836d8830cfdd6a8de1e0a1ff64f2278d4d8410203ca5c075040bd1	48	fa00c382f4ba661919b388e5b036098f856be8c5cf89a86c6a325259a8581cdd	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-51A298827C427152D14F	2	[]	8	61fcbc6cb243bba94a39604eaeb3bc9ff9d68a656699eae2be3cc963eb01ab07	632	855972d6f7650d7da41aa4d43195c51afd6e1945273e97b78a51d10d03f14f0c	8	14c8038893cea021c903bd7d94f6953699253f4bb5fa1184592645ec1b86a304	16	106103d95284e007951c9f547a8dd60031cf81a8a29da290205f9d750cb846e4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-53015A736A6AE3EA4585	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	fb46ce66293ccaba9856a58c6077824a99360b66d6c374439c73d903a0af57bf	3700	30b1923c7aee5e8f0d508ef97d9deca236e43bbdc9a2d1abe4f9b887a5cb4ff5	24	7f45efcc115d385c39548cb9b7cd8cc9448b3cb62fce593c3fec97d249d38848	48	fa2d67dfad6b261457a49df16a76886c4840306d2ec5cf612c1538eed8643649	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-535EFE6B1BD800365498	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	82e3bf16d784d42a05b86995e586fad9859c1d465eec33595a49371a52f6ebf8	3700	ad0f73064a2835387fb98ed279f3b00d9f6c1cf77cfa8d73d05430311dc600ae	24	9067c6c94083f6b540674011f47cb11d592b89274abd2e53b6bede8d6cf75711	48	4933e03736446b14ada84dc9a9b24eaacc92764fba4eb483048043a35fc0aa02	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-53C946421D66B19B34DF	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	32215966e68ab85a62279e96cd2c0415f3c876802128cccf1c5df645ff8bc3ed	3700	82adb3725529d02094aa7bad90496a29195c5a8a7ce5169ea2351c84a2673359	24	525b603db5fd2cf221312afe84103304e28c6a9c46e3b344ba41e4d2c0f222e7	48	a91593c97a7cd1a604fb43f6c578cba50d0c98fd6de21dbf276046b9465d9cef	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-53FFD1510D4A4B46F4AF	2	[]	8	fe8e309618e070ff9220762e4d22e556b81a6abae7fe6e894fb8a6359d7bcc8c	208	7e8777848746c9aaa348a1e7bb8ad9584e8aa15a0248747846c1ebe7418d058b	8	066bc71b38d420086ffbcbeb7a7add376409f281ecb90b1d95d0bd11e6d59ece	16	8d6f8624d653f57c810062c010909f07b41dc95e033ec66375af799b594f0bbf	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-54CEE28B38293A71D41F	2	[]	8	19694940958b104d7918418201ab6553948534c4563f70ea99486ab604af278f	1216	a1436c932e6702ae7e67e7151b6d55056b78bfff071bf4417d1aa35f67775b63	8	7d042f660901d047c63157618846d0583ecee523fabc9292cd3033ce1dfd788b	16	06317b0c7678503750c926897f474c0396850f591bce60280e3ca3adc797d76f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-56BD33397F85EAE89007	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	1a373b15eb3268f77157a4d33b1dcb24f0eda4673128a0b10385ea36d04e33cb	3700	b077c63d72a6b884140e45d9a2ea73c5cf981a28b4d37aa3bc6c36521a0ca69a	24	b7898905e18317757bedbe73ef9796ee1ee9a09964d0d2669d4b7df21422c290	48	d08fb2a382e085a747f48fd1bb528599e81e2da88719f40f7c71214022081936	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-56D3196CE5809DC1BDB6	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	31dad7b318d6d6d7cc25a26901704a6a8c456d0e3c37c8effc0fef73ecab3f72	3700	c9febffeff4bac27de05af177195d278fee3c0f7dcfba1f3b9e23a5de8e907f6	24	1a05995d65103e54bd301d60045c367fd8ba7a648ceda2130daa211d1a2b1f05	48	236ccb68e63a5da504c38fcc37eed6c82ffc8feaa248d1b85ed885775119e7ae	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-584740458A78B5ABC3D8	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	775b9fb1f5af5c3fdcce843882059b8245f941a2c2c31cf9bf618e5549541df4	1948	e7d435e396abf2d792405c4379bb443a77a3209af3a343d012bdeedb39cd2a0b	24	934c8f542d2b599060c8d90ef0381f0b056440a673f1389bf02a275c3cdf5fc0	48	41ef01be33261d40e3689f790c3dd95e61036ea9d6ed8ba7ae48375a0638f319	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-58BF0BDDF211BA2AA1D0	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	c2b700310c6fa0daa7adcb45a104ecc79ff8b3d110a33965300d11583513e084	3700	efae683e7ab6144ba8b874412609f9e8917b14e94aca21b54df98817a7d11aa6	24	3ae671a75485c7254370dc9cae10fac5c80e93cd21f3d40a3ff97402ec07e471	48	837c7cfb4952db0af6a1fb94a15c95796e47224624cb4e4441b8b376d3d93623	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-5A55C3636BF464793711	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	b3401a4e96491c638326a7bfdffb46186d238f71635a40bcd783b0e8e457cc94	1948	a998b2dc83decb6fb40ec5c62e923d325875fed3cb69877b669ef65fae6671df	24	d4f61d25c14e84eafe6c27238706fbaf6ce303057904e9a0a5662e244081c358	48	5504f4a0fc8971f54cd67245a3a398b4076e4ca099dbd6cc5a5a313a928c2480	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-5B443AFB6E10B39DE7DC	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	6e626620aed9b3a8dd46bf92e8bb195cf7124e33061335860f149769540f080a	9996	dc83fbcc787443d1961dffe618ddf5fe1bb19991b5528ad49c1d4e341a26b914	64	f7a07f6eb5f386ab4b421a82873def3d53400a9ab413320297f4d8aeaee203a9	128	ee4d873ff3c136834d7bb8bd9c1f18cdaf8d657f798907f7fefe5d9e3de4d07e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-5C747C6B4F50C4B1EE23	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	df802127be8234e76eb145cb44eca8aedde7447154ead51662a0ac022a33e2ed	3700	feabf80ba5365bfe44356ed2253070f21b86e3581426c2f17425fe931cd40e82	24	26cf9c70d893692e42a3a8cfdd0de503590b184bfd8a688ac0bae134cf699bfd	48	ee041aef08d8e10b8cda32cf8a4f1d3ee81ca34a62df7015fc4f6fc969d1c015	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-5DC1F64A3B6B558406C8	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	caeb02c50b62d74d426ba6991062212c6645350022cfb97920172709b865b3ca	1948	4e6bf32a81d75eed758052287884f79874783305b28425f9760c32a75976b962	24	bb610600510cefd4f879ba55e5eb7157ed16365a5949567f2b2aa12fdb171c99	48	4f9fa7abb694001085adf7f62530b51f6c1dfe85359318ddfb736949e936b9b1	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-60FC408A0027DCF3AF84	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	376dee793c6aadc0542935f49e16a6dead9b60441b35ce1dfcc648253a3e10c6	3700	30f6189c198ccab1873e67471e300f2a15b0686e2b87019e5463ea09f5093bbb	24	18fa81753ccdaaf07b87241f726c9a6363df4c40e748cb14ac959347d8d18757	48	4bcddf25e34cc78286b0db78eeeb9ca25e3c9ec02d17eb6c0759f18a06aa5eaf	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-632FFB10B3EB8895AC69	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	ee83a0e26f66dd8456e24b9cba25ffb3ed193ed4dee0f65fd9ff7f5c993aff55	3700	8a74e2ab11b1fdb0b4c92250a5820ed6e463186c435dbbdaa5b9076d5e8a93b1	24	2d203e44be3e81fa7e34e3cdc0f9da15824b04a2d749488a3579103f83a61491	48	24c289261b3e5f3ee8f08bbdb5b7f389e358ca58533054c9f11467662cb2730c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-65D693987A006063BB8D	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	4b20a071554a2710bb6489785131ad1d4eb0dbf19c2e765a23511f8740854730	3700	e36e0c8b1527e9c95b24e4cbbe0f5487afa8a425e5da03c16b05bf7fa5fca076	24	1d03eff615bb3611d45d38f356a26581b64670cdc6a64459ecce32cb2c7e01c9	48	1ddc081a8f9c59b732d6315232c2e2bb9b8ae266fd52f8079f63f1c2f5500ccc	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-6636BEE07EECFB298AEF	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	28948f18e48017baa114bfee9c6960c91a6a1f5bf3c23c4f24e260e526d169eb	9996	a702fc72832d93d91b07c47bb3817730bf806eb783428f9d900194a0738f5e5a	64	fecac6af48b1ff917ebf52e4d6dfaec169e87ab3c3d804fb8148b7007065081f	128	cf175ca9d6fc6a0632d07ef9b18135169820254e83c4d92fdbc032f223d0178d	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-666EDB2671FA31C6E5D8	2	[]	8	cda8b800fe237062f6e40e1ee6d8f37a4a674934ff4bd37c76aca5fd4aa4ddc6	632	d097c6614767d7948a3fbc9a40bf519d5d986970bf26c91212c17e4d9038e93a	8	2d5877cf88430e65f89559e816bc355bd54902de05466a12505ca405a12cd314	16	5c26f9629c77f97abeb23996ea1b334081a15d5254fdfc1c5044d9df2313e282	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-66803CE68A422BDE58A5	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	6611b9c4b2c897cc3583805228f3a92564438d1bdc662f681188f34b70b6c14e	3700	970bf2f07b9342ea6effc9b9a92384bfbce2ca69429754b40036efa859240c3f	24	d4aeddb5d6a6d5022e8e3de316bf61ec45ff1d5df5c3bb525fb2cd38c69144af	48	63ecb42183be06977e0d4030964b5cdbecd6a231af3e786e62c0b5063c569328	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-692610485B833285A57D	2	[]	8	61f295bae55bc4839260d42b864bc99ab01295675e54c07a834375b417baedc9	632	2add0494bc7d3b2cdc77da1adb402bc4537fe0dd1645c1e77df1b80eaca30146	8	70a5e35bbb0de4498a0cac62544f2802270f7ef53ff267fcc9855c93fc656a44	16	e918d92ad56852b3c204b6e21cdbcd869bd74a76a1403b038bedee382361f1a7	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-69A1FFAFDE4F11FEC195	2	[]	8	0d69b9b5264627359cd66eb9cd93c5afc6017f1b0a80d51dd854cefa3c053521	632	cd3798b2550cd771ff9a25343ccd9ece5a9b23f479c44631d0e2330e5d3dddcb	8	e3b69b2dc53e9c6a8d3a5b663bbb440eb223e0c986a7f9a949e7505bffa4b48f	16	76f0b99e23bb3cccf03028d0393fb3eade77dd33ff62932a5a42f32ee655bee1	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-6A6E782EE110FEFBD6CE	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	8dde9ce8cc0f1dcb92646415ef047faca685d36bf5b482ccc759e7a918b53dc5	1948	30a01938362c6eb99c5dffacc19536ebcc322a96a54a52b3dfbc449cd1d78fcd	24	18281b8f23884c8cd494301455e157875ef50160de167d7b27cfd02efbfede57	48	3e074bcc0528848f78a585a313b543e9c6d6180ca16ee3d1d193c41e91d766f9	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-6C4BADB4498053DF8BB9	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	9d3934e296c08b0c82db1cc8b9940b47e3a165f138203747af871f6f551cce73	1948	974b2008bde60e944b432a8b6498f1e84f8fd0d5e4b03569ddd5c80e889203fd	24	861884805d75ff14b580cc2191e3ba37028ddb67f87839b6bf79db01b4284468	48	ed97874e703f1f0c257864c9a1a6b1b110a85e30626aff70f73259b2701e0149	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-70F983A52DBC9C82EC04	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	a37f30b12be365f086d66d07ddc029b7b7d7711132ae72b20dc6879f536f5ef1	1948	afa8cdeb223030847fe79e7802c244e8d01bec4f0e877dab72027ddd8188b1b3	24	3967e2c538b9a4f4ca61ee21492dad4866fc34151134377ed5276d1db77cd615	48	62d9ca3ebb2155f8e81f9a9ca29f17dc94a6850f8a8cdf4336debf5e7b4e2092	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7374B0FBDC855BC819C6	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	ca970bffd56e1a9ca5bb6d40ee87de4a7feafe23533e582c9509971bde93cce6	1948	e081c4df80ef8a0a698cfed9f0cebeb0d8504d2d829ca6f1437bde5698d6d39d	24	993bf01d618c7e6e7428e041389ba64cf60a14275981733e575a4e315ddbded1	48	a1340397694d1bc09e3db2620d0e868c35a626f52045e8227f8b3e408a144449	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-73FE88CDD02EBA09EC71	2	[]	8	2e4a50b6119f3d855e5cc35698669defde4494b1754d53a659f5760a269c50b2	632	6d1a4403071555ad387f22e7eca5e3ecd9302637cb0fbb2ca07d567a384d4902	8	bd59843b285fe05ef68c15506ec158f9aa5d91c91e2fa1d4b360395d61cf9420	16	f61cdd8730518166937cfee6426225518df921f5e06b1f5d3b45a9c440183fc2	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-751D74E78CC97057E168	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	07349b9c4cf52018b14d0b2abba3f76cf9ae9d1a93869f51c55e2f24caf4e8bf	3700	45697bf04bc2148d973ad52c19eead7179aa84d2fffaca4409893c8a37099f61	24	be4945755750fa035a62df63e25b9ab1720ebef6516bb563ea688852ff3a0192	48	fafc5f6574f89809ab660522d0a2b80bf69ab51f0c31a0d2ad204833635e559f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-76193F5BF1E1C93464AE	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	c2da60d382973572dabc313b015cd1a083a40688a704b4e50069fac44c196c76	3700	e04723b44392148ce84ff2cb2f1ad8c104d80e83b7925588a9a58b7be8b9eda8	24	9502ad0d2007854a671d8abaaa0bc7a78e65a4b70158bcd414514208c6e95f30	48	50b6097b9a1a58e0bb94feb963d521284d4ad1a8294a8bb59abe651dd7ea21f4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-765F4B82E8E0BAADAA32	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	78233cf90f041edc0db8018717c5d9e44bba0139fe715cbead85ed9424a8d582	9996	88d0ab4fb239f9432a83fcff4af91997553a7f964b1717fcf5ffa882703c88dd	64	d5c9b1ad07fbc609dec6e0bbd884d93a08e4db4542be97a730694ecfb06b4857	128	6f4b3a01c0cff70d7658de64248e91e736d89a0608d1f290aee97d5c42288f2e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-766FC8DD7D1FAA8FD7CB	2	[]	8	42a663ed65fe150d85bce7a2d1d81addabcf26c27c48f28e3f7a1a8798bdeb58	632	afdc7ea7f95b4f41acfd8d28c1e4d68b4418ab558a69c4af52d495e40526af05	8	0d7af48fce93ffbd6a275c65c9e4da1b75c4a30324959ad1bc3b87976ada16f4	16	5d23079cd659e3650399439add0ec6b1dea09c99951a01a2ff5064ada109e4ef	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-771B5DC30E644811BA72	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	43dd69a0a1a14984ac224aef69f4904d6b5176bc63f9aa3d37004f707f4b4737	3700	9a236ad88eb22d1a999c765ad9b992266682db021348ae37db516899083f85d8	24	15df16fef03194f88d9e35cbae96a052f144803c1b6ac499d3825a1b3551bd21	48	614f0ac1267cad88b77b373ce9383d42a2f2dc88741ad9c294eb14b628c130e6	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-77C0FF14EB8DE48EF77F	2	[]	8	d0e721c9281e57d0ff5e3334d9c43943ad7ad99d23d2fb09b50759b8935aeab0	632	3730d98cfe039e286b66069e26a188d151972c323afa76db86de98b5878fa8be	8	7554ece672f65c889d743bc162fe1f322ce06405c8ab6d8b9ae5aba28350799b	16	1467815a2794de7561c75bcfd41108969a1f28ffb7f0ef1ca433ff2f37a7098c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-77FCA98DEAB5817F6781	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	adb8d77f6cd927865fc0c3cb2531370d052fa8ea154a7de21ef289f8251e1026	1948	307240f2f4ec75f771d5404c231a9b8d407e6088986916289783a9b00b3a0ed5	24	4f26e03975bc4b3164c9a0c56638955099baf185d22f9c88af5ed9e765d2984c	48	28dcdf8b57ab341abedd127558851733e1bb8cb43a0ac9a3110cd95c88d4c0eb	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7853A3B308C1140BC8D3	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	0b0fac0ee1b9bf2ce4fe3f8cf5786626c794eb4bbcff1448f9c37650c6f6b7e7	3700	a37c149fda19d85a9f064ccafcbdd129f29ebb607cbc663a5362b0d92f56aa25	24	f6216c147971edb18dc4f15ae15beed90cf529adde3c7a1a4d84496d70261709	48	02b8535420d966bf161cb5997499c99784bed6a1ab51ffa0437d82f8651af630	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7CAF0204D1F339FD0ED6	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	afdba197f347fb2876a0649636c8d9f62b9141112762f28842d9480d31b10120	3700	51910bc26dc4e3a729e6b4b3235a8b5d3a2ef3cbf8135ac32f2c3d4a442f2559	24	15d3a1f7624b8666c4d991f232d334b92ed5367017b27dcc3c0e0df83db065d6	48	d688c2e7ac9d82ce6cb3fbfdce8c7092f7f8160a41540c915d0882724b97e6ca	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7E4CEAE64479A82CF9C2	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	3e43e243bea056d838a7f9880ca8dffaeea8f4d931b7ac83044300d96afe9228	1948	8d387f8c553f2d6a6cb1c0037c42e3f71ff99a040680c702c1ba4b81dcd1f3b4	24	b731186661bd8194e064e33b3af081b24aec98609a01e0807292f5a0a9154366	48	c964ba8d051a855e8bdd8d720a525effbe25c6797276e713c410fc2f2873a5d3	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7E708CCBEB63403D8EF6	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	b19c2dec5c15f575635f4942b94eab96b401cf0a9af74e0cba6b087a21c69db4	3700	c88afde061777d26d3b5b709ad5e679e3a90c09fccb1cdcf0a163a282b58f2c5	24	9f8173c46d606ba7f86e1b80f774a97451e19261f278f12a8ebac9584b329ad0	48	694f6ebbc1305586867df7bb31bb3a78bfa279f6f3e08c43f0f1f4e4323cd55b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-7EF07F6EEEC82FAA0955	2	[]	8	c1e5b3fa4df2169d939a92652e28aa1b49c3a514fd5f7f6d2db8469bb5cdcb38	1216	eedf00c229015edd3403604a12fee6b464ee201193884b710cbd0b253eeb2c9b	8	98bb3799d5ab4368e0bc4243ac29b70a4b0204ce1cf6a0696f656a51bff0fd94	16	12df2c009b6261ed85fa599abdc62ad2c0b145816ccea7c1fbbedd1da10a7540	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-80E63F579DDB20844156	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	aa4bdbc75dc247ea692f329a9b02d953ad7a80a732bbde0f9a5928f0ab390872	9996	2fbee4926e5e56ca15607ebcd255d467f902a9453e9af8a73f62775144893ea8	64	38c493d996756b20302f41cbf5ee5290a258375d1ca5301755cd9d1aa77cd2f3	128	6b25c11086239e22f9efe9cfd7363337c65e0bff1685b2c6cf3bc54939d9b900	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-82911CB46830539C8647	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	3b925e7022cff58fca4617f4b074e267a430101aab101bdfd0f30be39c95630a	3700	fc4c1acb45812bed9f74b3c4a481f97058a8bf95615413ed81d4342b81fd10f2	24	72e1c879739371e1b914c85e592fad4b5fbfdcd3bf6eca08f75f7390b0c64a3d	48	5d751af7a17ce670f6f4880c96254f6fdd3fcb046b2b69d20aaa2bb62be6d772	COMPLETE_PENDING_ROUND16B_REGENERATION	false
