production_composition_id	participant_arity	round16b_candidate_ids_json	state_count	state_id_set_sha256	transition_count_by_current_state	transition_id_set_sha256	workflow_count	workflow_id_set_sha256	export_count	export_id_set_sha256	partition_status	semantic_carry_forward_authorized
R16A-PCOMP-189E5D349ADC46EEC1DB	2	[]	8	e215093668a9f997bc398c03c7a5343738ba3dc8211a452f6b4d7ce81a490477	208	6f85b9208dc5af15319531b2eb1874619f9212b923d525c548bfa441b219a365	8	80ebc60973768ee2c0c045463ab0e9de904ec40d81c71f64a0cf0b6e5873995d	16	0258000b6ed5f008dc5a061d897035aef719bcd27d16f76902b27b61d0b6edae	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-18CCA5FDE75FB01FEBAC	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	caf37e32c85ca6ed4c20c367d2447d26c1d95112751bdd7e278ec5e8e3871644	1948	0be10409dfb690d2085204edde27cbfdb6d0a106072e004e59fb4e5de9dc4ae6	24	a6a9d2254d848fb08bb8a3030ea32ab772043b2b988e2d3fada0a34911905a75	48	56874d4de8a07eaa3bf5b99d8a716b8dc3e5a69eb57dc8ab96a7d8458da0c5fb	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-1C62D22FA8AA031AC810	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	9d2e2bb14a83201e30cf08061c974173b8e926cd90d1d4c70d63c653acff64a3	1948	e8ffba0134b61aa29bdc60448c8051149216227765a1acd4b89bca609436debc	24	f774448322d22459eb41bc753de07f199bdbf9b6870919847fb29ed572e41d9f	48	87583ab25bdd0c6d37900ba1c6792b6144295d185aacd8e498836acca4902490	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-1C8B87447628958EFC64	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	f82b0026e056b4b22852fcb4a9e5a8e821cb1450851c3eda17de58e35986825b	1948	2dbe056859ddff08d3341b31f363a04524419c5ea8b13dfffdb49e94f4511bcc	24	76ff8dbe4e151e8fcf10a71721de15809baf7c0e055843a4143e2562c52e315f	48	f44b2c7ac127a2cac4cc3a61b814f68d37b8dc9724e538a7591efd9e0f802b73	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-1E921E87F90F94CD2BB7	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	8ed4a183f35d08844dc3bfb6d5d41ae352953295d9336c81a0fd2f782ce14863	3700	ffbc6fe8748ae65e4cce412a1112bcc95b5c5dfa98b8c010939897c15573ca91	24	e475975528e907f60e20cff842e9d238a9bfa178e0df1b711ac81cd2df2827b5	48	e903c2f0e42f8efe5acdab66455e347eed15290bffd74fb923c366068717735f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-1ED3A4B1C37BA32AA5E1	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	406cf151de20a6370576144bb7eab0d6cb1e8ca96e609ab7c88b35808095f97f	1948	394aa034d74f5fc6711aaa1d791c8f0fce949781419b55998f69567e75fde69e	24	9d8116773666b177496f81af293325765a12e1650d66595b44a611e8553bb78a	48	e90dfec5cf60881c36a8d51fcc7335dc13b18d67ca0703a0543f4fc7dfb88b2b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2022D6D38C3E8D946120	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	f6bf4b2d33528178443749383b35b3dcfd5bd3139778e3c113d024538c4ae5b1	3700	98b746bee74ed3d364f78ef75fdd351e87c89abcc5f82e37c39852be81d11669	24	0f3232398cc11ece3dc6d38545579906b3ea4ca55c6cf27f033cb8460832c318	48	f3909e28adf53332a7d637ec1854d4fcd239dd2c4b25ab4311288d577f6647d4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-207796BB1106A9B1944D	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	ec0a9d49dae01a8589ca9958043590152362bad502a8597958bfd01bc1c2c22a	3700	1aed8ef78e85806e4f465074af13da04742eb53c960f7ad6db34391c34f3253a	24	18ecc7a761c2fe98694a1f5a7cb3212745a7fc2423b49a36bcf287c3e504c33c	48	ad7fd43f19d84eaa5aac4dd89c101bd7aa3c839002d0c08a607a9cc923d5689b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-21813FF31163A9967905	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	d08bada666f7a88019c2e313ab2b03512e1149ac960bebf82e6c0d15c93c1bf7	9996	3e160d4d0a6ee14fe04b82ef63145eefb526aadd6c7ae56763209a90770630d2	64	fd4593d168f6b8be2bb5005eeb3760fd9bf6127fafa91126befc1b50c2d2b397	128	8c3ca40b370aaf92d068641ac06d7a7b69ce1797eca1e307be5e74e0bbcb80cb	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2282E2371F888C2ADA4D	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	7fa092f988e3e0622cb078b4bd047fd574c05aaa06d0fcea2a7e890a0f5f793d	3700	3c46019abb5ae5817ba0dec836eed5ac0461256a1a3d10946fbb22534e1b9bc6	24	c99336aa4508a85e3735f96047bb0b5d015aa413819ecddb70bc3997963a01f7	48	58ce36a3bbcc6d1545a548e05474e1f4ea05828eba80c8ae22ac591aa2cec0b4	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-254228D29DBA691F537C	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	32ba1c2faa1f35048dc0f32f877c4bf7a56b77c79ec3cad1039b26407917a7fe	3700	e97abb7867cd244d7ee5186ddbf032ce88809d7055a0d921d48e2c78072a813d	24	c9399fa82893837b6eb00313e9315ac90209176e445fcac47a232af352744752	48	de7e312208ee9da852df512636c337e5d4491322e4ddc79a4e4236c1b29e77cd	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-279AE0B5A4BD3D62E728	2	[]	8	5604196e62d17bbb6b181775ebe98d46d8fd4ae071120d823e24b016a81e3c80	632	262d88fdda49a23364d0339c69d755bf4677b6ae77fa589b20d9a14896dacbd6	8	bfba1551bfe9fc6ce64f556b7c5909da9adc929541dfddc53c2c95a8b6b4097e	16	75581f2e7c0f7134e2612f6c64669b827b2e4c6c7aea7be319f4884b5f684878	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2899AB2E010B581F2389	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	eec1844ecc6377ddc8e16bbdf35b92f1b16ffd028dfedefe7133aa9a6f933db8	3700	6765cbeb977907403c0594069c69925a57c5b13d1dd2489d7f65987777c31e83	24	a968a66d45fee0625a13c6cff8982c8e40c6b6d6c0cdcb11b06b93357d5db714	48	013f55de5fedbddbd142e98f9d8ae68b4e2a375e5e88a4ec70623e3ebf0485a1	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2A87426053517ADA1EDB	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	ba97e58b3824b5382ed74b857d88ed8602b16d6794c91f8c60579f9751f4e43c	3700	d68fd5e51235feb334d9d612738a58ceb07b3368b5174417cc09dc1d37caecb4	24	60364ab09ab9cbcc6b0d20441e223748d757799152f6fa8746e5d0b9ad295ca8	48	bf8e4fe7524441495ce0dd188a21e337518af37ec1a5482f24c3366878077a91	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2A8756FB5B686E7C2FA6	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	917985a354492c0f1e408401fc239d145db23188a58031a919bb23bc24c6ad8c	3700	4fa82aaa5742e356ea5511a8e3b8cc1dfdde5babc936d75b0d4c6d3d82096573	24	c5d1f39202a205a5582dd5505a9dc5bf52c7756b1762a2f9435aa819df9ca9dd	48	85cba9501af243273e0e4a5f008029e88c91e6b9aa6e3636ac392f152a6b3b5b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2AC95E75B61D1C083CC6	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	d5dc4da917bc13fa6e0eb92449beaa08c0c63e0935530bdc8d23b1e686cae877	3700	23437f6b048e772537825c3659fe860227c315f34bdd4848348c1784c80928c8	24	7c5db5427f17a901a32291008fcbd470779e006bc61d8ec8d92a78be91986f91	48	d5167e4afc6598281b5f605ac27dde43654a35d7c611955c6258e8d45ab89e94	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2C2394E537E6B7E30E53	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	e07b30e2e5bdb5297a0b533bcf1010f6aa56012a8e8ebeaa6912ed110ef1fcd8	676	caf219216b4d17a555ac02d3d80bc7c2c3ab4fca8946240a0e509665d31c1bf4	24	a5df6fc34bfaf0ffdbf842bcad9cd94713d36fccb6044092ebb82e230b06cbeb	48	f275085c2c03bdd4b82778f922273696616908c5a487d453b9a494623d82ac8c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2C6791E01A74788018C8	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	9fcd32b9bb5f208c5075898e3a4aac3a6165b9338e9ee8d0eb37bba7ca5c663e	3700	d21480875951df13e0e06c88aa355af3524b450bb28e461e3e549550797b02c2	24	35f55ae2133af1dd7b708b2be5eff6545e905f109d9e9a052309b5fa8341131a	48	d6ad1a78bef151e7725e5ac724742bbc6ff52056177cbd772d79887bae8d7d46	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2CBC59D5B278709F5E25	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	ae560ca993c9df423da952e46c64e8596296bc02189e2079c146489430bf5ed5	3700	8a03e31513f387c5c25f437d3f119039d6f0e7069a1aba0aef47be0fc2aa6981	24	0d0a9cf14f460c043c66b9b165f90a4bf05cbbd05b23274303c516b25dd6fe90	48	e4b132ab9f52acba8817938d2b25cbe1f1f8a9a8841357e0e3125626e61a7ae2	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-2D86E815DA0086ED7575	2	[]	8	5926b050d2592db8d6656b942aeb7203638f1555a4ba8b1ba177721beb8ada6d	632	6e6e42d62e75d7ef6b576bee899c12de59176070547337faa7f784a2675046fc	8	21f905f2bbea42740762be79ee7537551a79ab80ae260f6ba28bafefa6f7478f	16	85d3d6de157209924f850b61c2b2e110a55e0d1f5eb20565456bcae533f1b580	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-309A80F6789F94FB8991	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	bf068154a488a5832ccf2679faa0083fd646493e2819cb7a22ed81811e41809d	3700	87cd613a214ad72df960770f155b8f0ce14e1ec271e6d7803009b0b50c86a65f	24	b46dfe1525128ef2d9ab73daf6d319e336a7582dcb331cd040459fcda17efcf1	48	2f21b5d7af46c0cae09ecce58744e1b528e3db42b169199e32f9f2f1e1ef7b9c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-31905158D955132DFC5C	2	[]	8	18ebde8dea454e8a0f7235c8b98f8c6b16da7d8a8f64083f4e69d3ddff7c7969	1216	9a639c138719b631dc5d219c912c885a99d1c63d230cdfdb5a1df41a5c209ba9	8	332a904f408cb2adbeef4b1d636812ea8fc21f7eb16822c5b651a7b1b849b239	16	c9191bee0dba8c575eb5368719ded460fa80d0531f1fc44b45700d31e92d7321	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-31ECBFAAA64AB619BA3E	2	[]	8	d97ce652e1cbfb172c38b792e9bfd089493a3eff8c0a9371c7630f4f32b9c01c	1216	70a32fce6a66c68cce7ef6b56b5a632ad6d45e2a38d04582eda65e0197cfcd7e	8	d92daabf314f8852f6571251e30265167abcc5b2800467d8dd62558db079dfa5	16	fc8c987907809fdba2522c764b2e609101902f8e15976cb81a4acea9015d486f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3208DA8095A09ACED7B8	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	72c8667feb0ca2cd498c3fbdec842e8e4221403a7ca990ff78c99b977b2123df	9996	339b39729c1f5131b462f45eb0862a0193494192943eb0562d19a65b467fd06b	64	0752860c556fb8071da74031deda96ffbf9e4cd329924edc70eb9ab931eeefbd	128	108a26e71a5fd5927e294c07b6a37c24311f4850a78648fc32c1115f48f650f9	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-32701ABAECD06D3B398F	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	db2072e692b923f980354e72add3d3d3eb5296f494b8a828baa579b0fc2401df	3700	acb97115219b99a6e778ff4d731b0d1c53838eee120468da589fc36bac9554d8	24	ea7dac1cded70ac494444085715e3d8946559b995efb8e046b91f458dfe28d57	48	db8c6c5990090fa984d34cbcf2d0a75cb0e12ef7a914b350e17af738b6a99b2e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-342AE02C7A8E404C99E9	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	0225f31c9c71e0c6ffbf1163e047e292d9ae1e554114673609e64c3597451fd8	1948	b92eb508fe4af3fa703d9c36f39c6b92c097bee2333a50eb9585230992680c57	24	b9c265a95180cbe4102ddd4c1280b7cbb9be38316c826874d02484a077f24a61	48	2ffc53ec427b3ba4029d586b6779b781543a1504ed5c5af20eed0524fb1cb612	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-35CD33B53B7B3BE7680C	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	fbd435a5966cab77f80e113a9d92de5029ebd5651ba9a7af2a458a0104298887	3700	ce10aa0d5e83a52b6a4f6268fcde4de04fe11c0cc03bb854a2af1e412cfe42a6	24	d2410e0df270104c94d0ff0a5e1b5f2d19aa0e5e5fd9570b63ba5d797c9e1a05	48	2ef8ef004c010effc50682c03956a88b11f8ecc3910759caea8af383f56f485f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-36BC645F3237D9CD1330	2	[]	8	0c19edfaebd797277add11c0b79808140c03bf1e4588a4fc43268413fc5e5acc	1216	2e3b7684f673d75c048ea4cf430ee3c1797c524d3a1277a6019c9ac7477ce106	8	a002114d24871c8cd9dde1aff27c1d6723dfbec915865d0052b3e40b251bc431	16	beb212e6d40610f93a559ce5b70445c12b6f9cca2039dd2fefdcbafdc4da6fbb	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-37B38F573360FC6E2E29	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	c2d24fb0b9801442b89e9192d23d0de99144d31b578483874997710f1f44c096	3700	1266a49661c5d74ce813863d3d484c504f703700e6dbbbc8936e53c46edd2691	24	a228033fa3128c9569665ad3e8962a58e9bde6dfb20e0b82a073d6b6c6e2f75a	48	1ada696eca273c85d743b96b565814243124a37d246a3f6190facd4fb6723984	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3839CA0B5AE959FDEC40	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	e97c5fcd7b95d0e4ea41ea760b67e103a272fc5bf4050a11a1de5175dd394aad	3700	27188d9204082beecb41e1b66744ca565f5e99b42cacb76fd72060c840c801aa	24	1144337fb3f7d4a47e069d50c74a05d11c0d71037a3d5a8d432d8597528b380b	48	b1ad4f4044b1577b3ba33b4e12d5def052c3f23b91da54e85f57dfcda73c863b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-38D47020F69FA0C39B90	2	[]	8	a3672dc1730ecf3de8ced0be481478a554ea16c4ff5f3df302c4e16cda62ccbc	632	186d1343de5d637006ae0f2909fabdc3dfe349c8d7cf7c1799b86b332dafba0b	8	aa03987e021feea105b66ff7f20d629344e4b839c6817608fcc579be08c5bca5	16	81608abc30410797cbe38612c608e296bc97e0f874c56b790f44699244c602b7	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-396E79C8AD04F8883EED	2	[]	8	3543407bf581e93c868d0a87e5bff6e258cfcb80853b7e3d1b209ed49dee8516	1216	3876396c71e07d83cc50ecfbf78f032047b8e905259c5b3cf416a0b4ccab49d2	8	680e2b95cb564d286db19227b847ec854456de1bcbaafa160a39712932fd006f	16	565e8f927b675b17b5749794ae430e4c74b2fe1d83e9543127abc832d34f306e	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3A73270A5E8FD0CB29A4	2	[]	8	5c0c02459a35806a634cab303072d313c5a4405ef8d2bc5ed46e51029242b37f	1216	78052ec81e5af4bef05806d08489c8101d3c505c85faba7fa9d5cb620fa52a63	8	526e7d57253b7507e5f569c35be8349e67004bea5051cb3e9076f533429cc3f8	16	8fbae8f4daccc4e0755d069464c327cc561324a30342f78e9cb2333d1258441b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3AD169873D3AE05BF688	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	2f74f4893052d56c34d25088d0ed4d15e8c8afac7c032df9119ac4188ffc143a	1948	aeb377e10512ea27b2a6fe9690e81b3da261f55aa33570209e37bcbddbe311d6	24	739e5e68ae299ebb3f0b917aa1026d34c288c098dd84240f6b77a43325190223	48	cf20f7848f638f15229c02012d54e4eca05cf10d9fa2323da8b4cfc1b02fac82	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3C4600EED84F5C7DBF22	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	280b7acd2c0f19111ef7c438a93c2eca1298d09cada00eb085a17b4dc3f850f9	3700	1f1baceec714652c136151c9c461dbdefb52c1e76b2304691e44dc81cd8b2f83	24	6ed7e3cd1364262f1f3c0632fea1ffa409ed95e31bf0dd824f4dac8ac57fd633	48	94e360dc111283c7f838bfe1e7b0cf1e00cb941e5ead51edfe0425f373e1b463	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3DACB28D8502884C91C1	3	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	24	b4004f585e0275719138cccd30e4f74637d7c7f4e2c590d8a28a9a7225eb7a7d	3700	3d84f0b70d55593e29015d383b91b4aa80e0f3edb56b34938f81227617909656	24	c4e22124b7a919bdd685748913a4f7b97e82b6424fc1dda4dea750c1afec343c	48	bd5377b4304b6a6354eec31185398bf40b8e9d1504bd83f47dc9989b1eefcf84	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3DEA2876DDC4F4C2F03B	3	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	24	4a57e248790c598fa836def4baedfcd29cdadfb1d5a5646250e8859709cec305	1948	2352ac51f4dcbaddc6415b78561f215484fb85c467fbed4755a7d860177761a9	24	dab5a81ce6be4cebbc43b282514ce3f513a0f5f8449df08bdfa95a226bad1d72	48	3f1fa1fd66d0fe258e22e04f170e152c4f876e801d49c4d90baac27863823846	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3E050B5A69CE84AA2287	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	20829315ee1b0e0dfa98612abc1ad726f361b46c7ccdacc5940198988cebe8ab	1948	76b19b04b1f6ba206bdeb7976b5334117215282abe5984972730423cd504ad7d	24	b219b0e046d3f11f1e4a51c6ce6ddf60574c73fbceade77a05d4fe6f81d5c2e6	48	504f9348bd6586a14dbe09d2eb502cee978f544d488f95838005cb38605fdd0f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3E984AB8622BDE820E58	2	[]	8	df6d1ccb5258fafca556bc7025f71a499f2d40e6f6578d38bbda961b35848ead	1216	1a3726ff9778873851b02ae12021c8899965103c4c1e3570ccb71eb490898d78	8	eae59f4deca3006f485a34042f65a9a913e2e24e0362bb09183961ce3fe0ebb2	16	6d8fba72eb19d855025663f6911d0ef0c6dd0feee5dc5cd070b0a8efc356479a	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-3F7A7C95533BFC98DCAD	3	"[""R16B-LOCAL-FAMILY:15f5757830dfe043fb27e73c28ff3bfd902aaa9c938ab254fda8682d359a7249""]"	24	d58a3f1c6c09082ef34c5da8831ccf39d0c7ba236af8fec321bb74bf1d93298f	676	4a0f87bc9102f4862ddea1b4888a9082af9aec4d6e00eee6c0e20ff297d65b59	24	109f12e1b4a4c3e33561bfe0dcc55fc9e2dcba99bb8b83663582677b2cd81ed5	48	94e6fd3b57f37309d7941615091a05961a00fa614b4f338a56638d267ba944d8	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-40167CCF74A48267F34C	3	"[""R16B-LOCAL-FAMILY:1d76bf657bbdec293265d051268a2a1153be0108b15a8d63ebbf2cb98cf6f06a""]"	24	a2fa4f53fa6129a0b5c5fd3ff7a9a18fe2fef83b75a5dd86cd5f302856213e23	1948	23d20fbe8fac74ec8a73ec2aae9414f5607873f83798bc503fd059953c39ffea	24	85fed2c742efd9f469c1eb51207b405fbcb782ff27c798f94208336abcff0126	48	444a31705c34c367b6249b01d1c2369bd63fde70824b4061c563c7f0abe90d2b	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-40B22C403345B9AEBE43	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	6d37fcb57ad21e27120369c378caf89525ec403ba20cebda466e5e27ff883c6e	3700	7a721db77fc847ba58d23367da0a215a8f6a1ef3bc3479f2c3946df82f0a2549	24	6fe20b4acb0a224b669ca601c931d2e6268eb898a988d06d801e6ba77dd1b5f4	48	f9e5c04d23b70f689c867ca3d01a84a1d38870455a9ff86a61504a5d6df97d23	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-41548491B6DA81ACF82B	3	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	24	d942a3d0c9365c4e0aa3d944aa95671e70a83012688ea3915981193f121e7b13	3700	5e4bdedb250c49a021a578cfcf94d86adc490c3ee0a97f8d44ac0ef2fe4ad3f3	24	1fb6fd38a10ae4c183a1a7403ca1a14dc7d75fbb97c53b15d5bea0369a3de721	48	850f9160575f489535a27e91add7605f9ba7ae1c61fde2e1e5606b87c1d7a2ac	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-42261D526FA6E00A82BB	3	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	24	e37da051be60bd99e32347c38fe9a3eb5c2de6427c57a60304f783dd053e94d4	3700	9c1bc73bc6518aba7fa7cccd45fd0c9c7f8dab49d4472c473e282c72ff968522	24	070b16d6f272b77e4073f6590190d48c8ea292a8c19a025f7c748a5fdf2b4d7d	48	ee81a94788512528a8cfc34b40166fb8831be44dd4e4736da0af2ebca9807099	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-43045E9427CF183AAAC1	4	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	64	6b1537bd66c912cbf374a9faed3321cc1bf97ff832d66163cd23f8e0f6aee3e4	9996	4c9770c4af195794b0178d01ea8dd80fa0900425ec164586a93392e1428fdb35	64	a08111a5f44374e937f02036a989823b9ecba79282ec7c47961563f44503f23a	128	2d22ddf7a319078200fb3b8777b3561ebf7bddd59a90167b48a0af289fa69915	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4850E3B324231E416207	3	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	24	c8abbb4ca1a73328597b6c80b93d1116b223a7071731908f649a32bc2ba7435a	3700	7ed46059938f8e9eb8113fcb720902f97cc935a702ec8c1c531bd7634470e019	24	dfa004dce7f43b3e9e0872931bb6c90b4e8f5c73ca7a6c4a3a7302f938b466bf	48	7c271198c057c000df84147896519a92a0339511e0313cf60931ed0eee964782	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-49B18C3B1129824BD8F1	2	[]	8	a1df9cd417d502d49b097fbb51250c89176f13f9054059f737ca1799dd331fe0	208	ad181eae4d0571d654a69a9df8a69c557c663639774598feb64a8db928d78b6a	8	e27dd82d02f23b2254b5d01b19e222627e9d64fbe5318512d211746628967d5b	16	b1ef5139342368cd60ff0ed2566c6f283cf9b249fc91d2b6a19fa5bc46d21a9f	COMPLETE_PENDING_ROUND16B_REGENERATION	false
R16A-PCOMP-4A0597146840E87A03DC	3	"[""R16B-LOCAL-FAMILY:e33bd6538eb80f04087e13b1896ff995a5523453a10e8f4aec460ef9fdd87376""]"	24	6b356c39fe6c67da93e0f848c4ea8c6a31c0973bba40910b752bd453e252d2ce	3700	fced29ac3c42157f6beaef9b382ff9e11e715260b4b09d795275d8f859dd4c84	24	f2707bc293b5195c44c83f8077e622c93312af3cd912794901e938e7490b0ab0	48	103776a8da4ee5fbe8dc83f212922700885d50bb7dae202da899624732141b5c	COMPLETE_PENDING_ROUND16B_REGENERATION	false
