authority_base_sha	source_sha	prior_object_type	prior_id	source_path	source_file_sha256	source_record_ref	source_record_sha256	participant_set_key	participant_sense_ids_json	candidate_ids_json	candidate_final_dispositions_json	upstream_object_ids_json	prior_association_ids_json	prior_status	prior_topology	reconciliation_outcome	outcome_basis	semantic_carry_forward_authorized	active_fact_created	product_eligible	pair_projection_eligible	required_next_action	record_sha256
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6c8e01f098835dfd293769f9	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6c8e01f098835dfd293769f9	9bcb879f677bca94f97735e18c5d376efdba5bcc6856a21e8be72d68f6641f44	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	"[""INQUIRY_ONLY_OR_UNRESOLVED""]"	"[""R16A-ENTRY-62192DD170EB39DE1963"",""R16A-PCOMP-21813FF31163A9967905"",""R16A-SEED-E9D28EC125FB3D3F3EA9"",""R16A-STATE-679AFC20BD847FD68C0972CA""]"	[]	V2_EXPORT:portrait_card		INQUIRY	FAMILY_FINAL_DISPOSITION:INQUIRY_ONLY_OR_UNRESOLVED	false	false	false	false	Preserve as an explicitly inquiry-only baseline artifact; do not activate a product path while evidence or authority remains unresolved.	c89942f86ddb703eeda70d6c815875c1dbde551312b82ab22e11a59e8ac08ba6
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6ca261ec8040e8966fe667e9	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6ca261ec8040e8966fe667e9	ee2bca8e7c9207d16cf38d99ec5d8b32e9a3f593e14650dddc423a3d930f01dc	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-54148ACF0E6203E0DE04"",""R16A-PCOMP-ECCE0FD481A2C7C58502"",""R16A-SEED-51654A48C5F8932193D3"",""R16A-STATE-4BC4F2818A214D57F773E8C7""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	bce1fd8963932fe1a52898976e5eb5b8dd7db399d964d58f683837d8ffd44055
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6ca73201a71fd9e1151a0623	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6ca73201a71fd9e1151a0623	74d05cb58afa5f88b80aa456ae8409424a11f16da24af20ae7ace53143abb903	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	"[""BOUNDED_SENSE_OR_SCOPE_CONFLICT""]"	"[""R16A-ENTRY-581AD023EC2EBAE131E5"",""R16A-PCOMP-1711AD934C9176D552C9"",""R16A-SEED-C280A32C1E84E93D8FCB"",""R16A-STATE-B1ED572097786313BEF3C8EF""]"	[]	V2_EXPORT:portrait_card		REJECTED	FAMILY_FINAL_DISPOSITION:BOUNDED_SENSE_OR_SCOPE_CONFLICT	false	false	false	false	Preserve the audit receipt, retire the prior object from active product eligibility, and do not project or synthesize a replacement association.	b96cfdae35795c6d1f739ae19997ac2ef5fd5be21ef5b5e05211e6ca2a1201ce
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cac3cbe20af8729bc3adae2	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cac3cbe20af8729bc3adae2	84d4a5473b435e473eba92687cbd817ab5587336ffef880b09908bb664e077f1	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-AB7FCECC3E294B8FBF9D"",""R16A-PCOMP-138ECB107790C4DC4413"",""R16A-SEED-F874CF4B04B709EF916D"",""R16A-STATE-B450AB9F7EFC4129B41871F1""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	606b7926e243c6814df2cbf5896a674348c5d50ce86091c6184f47a9db301f8f
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cac42a582cab400cf0a836e	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cac42a582cab400cf0a836e	48f21e4dba5bb1691f872581d77f6a6cc8b7f990523881ea9bb40c4d15eb29ec	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e""]"	"[""BOUNDED_SENSE_OR_SCOPE_CONFLICT""]"	"[""R16A-ENTRY-49EFB16A742B1F13E7CC"",""R16A-PCOMP-0CA416B8A56B0BCCD5E4"",""R16A-SEED-6029728116DD5C9E0394"",""R16A-STATE-0ED08DA1D604848F489B4313""]"	[]	V2_EXPORT:portrait_card		REJECTED	FAMILY_FINAL_DISPOSITION:BOUNDED_SENSE_OR_SCOPE_CONFLICT	false	false	false	false	Preserve the audit receipt, retire the prior object from active product eligibility, and do not project or synthesize a replacement association.	e7bbce392ef1cf7d4acdb90256a92bd3d84ffee3228120bdb8ea1e4ad145ae87
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6caff25a5b68d787b5e88aa9	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6caff25a5b68d787b5e88aa9	9a655c9f27a6d8ec6e6093967112e5f7c52b5cb3dbb75531df9d42c99a11406a	3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-BCA65C910DD7522D16E5"",""R16A-PCOMP-2A87426053517ADA1EDB"",""R16A-SEED-E670085428E1EE1A7C34"",""R16A-STATE-838DD6245F69A8D941F7729D""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	6a42317675c5af6121b205dd63607ba6d2140305531eeae010c486e2b3d7caba
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cb4cea1f6635d2e2730d8e3	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cb4cea1f6635d2e2730d8e3	c9a5b2e5fff324e74a174bcd89e77d316e513fb243c1cfc8e2c89ada43e3a467	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-0CD1B6E361265F2ECC6E"",""R16A-PCOMP-2899AB2E010B581F2389"",""R16A-SEED-9725ED7A7103AD1DC603"",""R16A-STATE-BAD7735056C24F104063EE93""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	3a2b22cd166df4b061191718fddcd47abba2baa1b5fcf1959f59c6985c39ae0d
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cbac7c021bdf5b38b1cddfb	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cbac7c021bdf5b38b1cddfb	396bc029a89f8b6516f6e47108db333ffe5610066e1598d12e2efcfa17bc4aa0	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	"[""INQUIRY_ONLY_OR_UNRESOLVED""]"	"[""R16A-ENTRY-34FE968144746CDA094A"",""R16A-PCOMP-765F4B82E8E0BAADAA32"",""R16A-SEED-D088A4EBAF829177BACD"",""R16A-STATE-30B8203131DD690BC634239A""]"	[]	V2_EXPORT:portrait_card		INQUIRY	FAMILY_FINAL_DISPOSITION:INQUIRY_ONLY_OR_UNRESOLVED	false	false	false	false	Preserve as an explicitly inquiry-only baseline artifact; do not activate a product path while evidence or authority remains unresolved.	fca40acb4e666fa76a87ebd0408f8d15c951e25ca5b89b530eb9bd2246cb374b
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cbbc76aacafe35e1ce04038	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cbbc76aacafe35e1ce04038	21f6fe55d4db7728bfd19c9572ddc30003f7c9c3a48e421a68e6d18429219528	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	"[""INQUIRY_ONLY_OR_UNRESOLVED""]"	"[""R16A-ENTRY-9BFF07A47538126EA0E2"",""R16A-PCOMP-CF9A7035F4902CC42E5A"",""R16A-SEED-8E2796428AC34D8B1551"",""R16A-STATE-C8AC9835769A34E2FD7E4DCE""]"	[]	V2_EXPORT:portrait_card		INQUIRY	FAMILY_FINAL_DISPOSITION:INQUIRY_ONLY_OR_UNRESOLVED	false	false	false	false	Preserve as an explicitly inquiry-only baseline artifact; do not activate a product path while evidence or authority remains unresolved.	b627e85e8a00d59d919a2cf1010e2d4ca6ef5788c01b4c94829c9925c30a0b30
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cbd4c98840f48f98b37b8f4	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cbd4c98840f48f98b37b8f4	f84e345b8795c0973ac1d1fa6985715bd9a5e181bb1e9c0a06a14f4d33e3dcdc	3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:3648ab4f374cda7a490244914de785b764e7e4f7c872f094e8a2d3f03a71a560""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-BCA65C910DD7522D16E5"",""R16A-PCOMP-EF5D47CFCA2FCE36B63D"",""R16A-SEED-0CAF10AF596486792D40"",""R16A-STATE-C7A9BBA6E3BF1EA0F2BA5169""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	87b8400c61667ca6a920cd1e4e4dbed1931da95542e30e66633043a6809aa995
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cc3627bfd6b22647cef10dc	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cc3627bfd6b22647cef10dc	f61fdacf0cf1b049558244a4b0606bcc5288f191f5175bddc73de25931799a28	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-4A1926332CA14C8BF6B4"",""R16A-PCOMP-0374D2B2AF8BCC1BB5B9"",""R16A-SEED-BE9757D7092061BF20B1"",""R16A-STATE-EF0BA0174A37AB04F0FB3107""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	b2eca9f2189bb38f5e1a20ecbaf77ac5726b40679e177b772f8416819959e8a5
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cc8aaf1891364de6cf80706	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cc8aaf1891364de6cf80706	7314166bdeec8ad6eb60c0f7d411343e5ff7c20c69eb49746943b885f0bf65c5	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	"[""INQUIRY_ONLY_OR_UNRESOLVED""]"	"[""R16A-ENTRY-9BFF07A47538126EA0E2"",""R16A-PCOMP-B88F606C91EA118DF996"",""R16A-SEED-CB11AD83DDCE3836D1ED"",""R16A-STATE-B92D26654DCF9EB3E68E57B2""]"	[]	V2_EXPORT:portrait_card		INQUIRY	FAMILY_FINAL_DISPOSITION:INQUIRY_ONLY_OR_UNRESOLVED	false	false	false	false	Preserve as an explicitly inquiry-only baseline artifact; do not activate a product path while evidence or authority remains unresolved.	ba4176225c4ea479d83b7a833d3e0947c768c20ff506b255a0c0b0bf607d73b3
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cc9ffa5d685349fe2684e34	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cc9ffa5d685349fe2684e34	f002357dbea02f3d0e8f0a2f14277ca2bea14b274a9b36a0a96c3b5e9f20fb2a	7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64	"[""R16B-SENSE:06c230c771547ee49390903e0bad7aaf44063613309c93bcbd72e808116af4c6"",""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	"[""R16B-LOCAL-FAMILY:7e0a0ee4f78d2f565c4f7771653ecc5a27828dd9fb704139d1e068f2a5fdce64""]"	"[""BOUNDED_SENSE_OR_SCOPE_CONFLICT""]"	"[""R16A-ENTRY-581AD023EC2EBAE131E5"",""R16A-PCOMP-B89CF80F1962096CE97B"",""R16A-SEED-5D5B9B0E54ECDCBB7F0E"",""R16A-STATE-B9C4861C8CC9931AC33055F9""]"	[]	V2_EXPORT:portrait_card		REJECTED	FAMILY_FINAL_DISPOSITION:BOUNDED_SENSE_OR_SCOPE_CONFLICT	false	false	false	false	Preserve the audit receipt, retire the prior object from active product eligibility, and do not project or synthesize a replacement association.	77ba6dc5030cc223ca908f4488e5afde22e2cdc45628140ea92d114faa9b61d2
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cd284caede0817afbdfbf00	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cd284caede0817afbdfbf00	1c392655a6ca6506665a6636504a839fb849472ef8ed6f5265d6087dc32a397d	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a""]"	"[""INQUIRY_ONLY_OR_UNRESOLVED""]"	"[""R16A-ENTRY-62192DD170EB39DE1963"",""R16A-PCOMP-E56A8C78C1B3E19CD64A"",""R16A-SEED-FF88F7B88B8674198E27"",""R16A-STATE-DC84061E53B7B6ACC38409AB""]"	[]	V2_EXPORT:portrait_card		INQUIRY	FAMILY_FINAL_DISPOSITION:INQUIRY_ONLY_OR_UNRESOLVED	false	false	false	false	Preserve as an explicitly inquiry-only baseline artifact; do not activate a product path while evidence or authority remains unresolved.	155b01372db71b73cef445179cfac723c8a7f64b1a35040fa0c20b74e7a3d3f1
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cddb82208b89dc496852152	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cddb82208b89dc496852152	69665f1b406e7150782615428d5e9941d0f820cfa708d17093ade509e910975c	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	"[""R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1""]"	"[""PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE""]"	"[""R16A-ENTRY-54148ACF0E6203E0DE04"",""R16A-PCOMP-A26E8C9D50CE5D4B7CAD"",""R16A-SEED-3CF6D31F7730480B5A0D"",""R16A-STATE-BFD71744744CAE426D73AFF8""]"	[]	V2_EXPORT:portrait_card		CORRECTED	FAMILY_FINAL_DISPOSITION:PAIRWISE_SUPPORT_WITHOUT_GROUP_COHERENCE	false	false	false	false	Preserve separately governed pair records, remove the unsupported group-coherence implication, and regenerate with corrected association provenance.	0af71b1442938f18643674c0ada8bfa44cdba0a62d01e07423f9de9fe005254e
468105499c7be102deec7d6555aced688dea9901	5419770959bdb8998b693fb2275b47e29b92367c	ROUND16A_EXPORT	TEV2-6cddd0e09096b286c23d288a	docs/audits/v49-exploration-full-space-closure-round1/raw/export-census-v2.tsv	7e0e97e0c5848c34438705818fcb78bd1fc87bd705d238ea45e4cc4791f7f009	TEV2-6cddd0e09096b286c23d288a	ffdd47cbf32ffc0a4afe13a977ffce43315d91c8be57430f40e172646fabfb3e	28fa28aa1374006a914e4a6bc841082cc76b108b46a2955e13d8896cdf1cb3fd	"[""R16B-SENSE:35489187871bfd7b7be6e2d5268a3a922984d3bdad9e9a8ca61ea6edee84a5a7"",""R16B-SENSE:419a96e12217bfa4ed031510c32033cb2408489e3abb14eb28291b13c068e159""]"	[]	[]	"[""R16A-ENTRY-82CBD91839AAF6143CB1"",""R16A-PCOMP-54CEE28B38293A71D41F"",""R16A-SEED-52DD8216F54D7C2FC344"",""R16A-STATE-BF130E415B8B2BE69617BAB2""]"	[]	V2_EXPORT:portrait_card		RETAINED	ROUND16A_ACTIVE_PAIR_BASELINE_NO_GROUP_CLAIM	false	false	false	false	Preserve the exact pair baseline without a manufactured group claim; regenerate any v3 product descendant before product activation.	97b1908b78c3ccd6835c2f463116b91e8e3a3c4d2b61d208d822f9eff6436f1b
