source_success_id,source_name,macro_region,country_or_region,country_qid,source_class,institutional_level,url,final_url,http_status,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,source_success_status,capture_scope,image_policy_next,rights_policy_next,next_item_capture_priority,period_start,period_end,period_bands,wikidata_qid,wikidata_url,access_date,notes
NMSS2026R0068,Archive and Historical Museum of the Bank of the province of Buenos Aires Dr. Arturo Jauretche,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,http://museobancoprovincia.com/,http://museobancoprovincia.com/,200,text/html; charset=UTF-8,26256,Museo Banco Provincia,"El Banco Provincia, como primer banco argentino, también fundó, el 22 de septiembre de 1903, el primer museo bancario de nuestro país: el Archivo y Museo Históricos del Banco de la Provincia de Buenos Aires Dr. Arturo Jauretche.",,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q65483176,https://www.wikidata.org/wiki/Q65483176,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0069,Iran Cinema Museum,MENA,Iran,Q794,museum,official_source_site,http://cinemamuseum.ir/,https://cinemamuseum.ir/,200,text/html; charset=utf-8,73555,موزه سینمای ایران,موزه سینمای ایران واقع در باغ فردوس تهران، محل نگهداری تجهیزات و اسناد تاریخی سینما، بازدید از تاریخ سینمای ایران و سالن‌های نمایش فیلم. اطلاعات تماس و ساعات کاری موزه.,JSON-LD,JSON-LD:application/ld+json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5683969,https://www.wikidata.org/wiki/Q5683969,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0070,Vanuatu Cultural Centre,Oceania / Indigenous,Vanuatu,Q686,museum,official_source_site,https://vanuatuculturalcentre.gov.vu/,https://vanuatuculturalcentre.gov.vu/,200,text/html; charset=utf-8,96661,Our Latest Tamtam Newsletter,"The Vanuatu Cultural Centre is an umbrella organization which works to preserve, protect and promote the various aspects of the culture of Vanuatu.",JSON-LD;PDF,JSON-LD:application/ld+json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1835725,https://www.wikidata.org/wiki/Q1835725,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0071,Bangladesh Open Data,South Asia,Bangladesh,Q902,library,official_source_site,http://data.gov.bd/,http://data.gov.bd/,200,text/html; charset=utf-8,35881,Bangladesh Open Data | Data For All,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q97282359,https://www.wikidata.org/wiki/Q97282359,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0072,Tuol Sleng torture center,Southeast Asia,Cambodia,Q424,museum,official_source_site,http://www.tuolsleng.gov.kh,https://tuolsleng.gov.kh/,200,text/html; charset=UTF-8,30708,Tuol Sleng Genocide Museum – Memorial Site of S21 detention center,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q850268,https://www.wikidata.org/wiki/Q850268,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0073,Musée des masques d'Adjarra,Africa,Benin,Q962,museum,official_source_site,https://museedesmasques.wixsite.com/museeadjarra,https://museedesmasques.wixsite.com/museeadjarra,200,text/html; charset=UTF-8,140000,accueil | museeadjarra,,RSS/Atom,RSS/Atom:application/rss+xml,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q106720704,https://www.wikidata.org/wiki/Q106720704,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0074,Central State Museum of Kazakhstan,Central Asia,Kazakhstan,Q232,museum,official_source_site,http://www.csmrk.kz/index.php,https://csmrk.kz/kz/basty-bet/,200,text/html; charset=UTF-8,140000,Қазақстан Республикасы Ұлттық орталық музейі — Ресми сайт,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q190456,https://www.wikidata.org/wiki/Q190456,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0075,Beitou Hot Spring Museum,East Asia,Taiwan,Q865,museum,official_source_site,https://hotspringmuseum.taipei/en/index.aspx,https://hotspringmuseum.taipei/en/index.aspx,200,text/html; charset=utf-8,140000,Beitou Hot Spring Museum,"Beitou Hot Spring Museum, formerly known as the ""Beitou Public Bathhouse,"" was completed in 1913 and was the largest public hot spring bathhouse in East Asia at that time. On October 31, 1998, it was officially reopened under the name ""Beitou Hot Spring Museum.""",Static JS App,Static JS App:vite,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q10902996,https://www.wikidata.org/wiki/Q10902996,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0076,Fototeka Marubi,Eastern Europe / Caucasus,Albania,Q222,library,official_source_site,https://marubi.gov.al/,https://marubi.gov.al/,200,text/html;charset=utf-8,140000,Homepage - Marubi,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q13039148,https://www.wikidata.org/wiki/Q13039148,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0077,"Archivo Histórico de la Provincia de Buenos Aires ""Dr. Ricardo Levene""",Latin America / Caribbean,Argentina,Q414,archives,official_source_site,https://www.amigosarchivolevene.com.ar,https://www.amigosarchivolevene.com.ar,200,text/html; charset=UTF-8,140000,Asociación Amigos del Archivo Histórico,"Comprá productos de Asociación Amigos del Archivo Histórico por internet. Tenemos catÁlogos, Índices y más.",JSON-LD,JSON-LD:application/ld+json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q18581036,https://www.wikidata.org/wiki/Q18581036,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0078,Iran Open Data,MENA,Iran,Q794,library,official_source_site,https://iranopendata.org,https://iranopendata.org/fa/,200,text/html; charset=utf-8,67043,مرکز داده‌های باز ایران,مرکز داده‌های باز ایران به‌عنوان یک نهاد مستقل و بی‌طرف، از پیشگامان گردآوری، پالایش و تحلیل داده‌های مرتبط با ایران برای دسترسی آزاد و رایگان عموم مردم، محققان و رسانه‌ها به اطلاعات است.,IIIF,"IIIF:rel=""manifest""",success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q97284376,https://www.wikidata.org/wiki/Q97284376,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0079,Bistaar: Chittagong Arts Complex,South Asia,Bangladesh,Q902,cultural center,official_source_site,http://bistaar.org/,https://www.corepersonnelstaffing.com/,200,text/html;charset=utf-8,140000,Bistaar: Chittagong Arts Complex,,IIIF,IIIF:iiif,success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q44730920,https://www.wikidata.org/wiki/Q44730920,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0080,Institut français du Laos,Southeast Asia,Laos,Q819,cultural center,official_source_site,https://www.if-laos.org/,https://www.if-laos.org/,200,text/html; charset=UTF-8,140000,"Institut français du Laos – Cours, culture et débats d'idées au Laos",,RSS/Atom;WordPress REST;PDF,RSS/Atom:application/rss+xml; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q137723213,https://www.wikidata.org/wiki/Q137723213,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0081,Stèle de Kaba,Africa,Benin,Q962,museum,official_source_site,https://museenatitingou.wordpress.com/annexe-stele-kaba/,https://museenatitingou.wordpress.com/annexe-stele-kaba/,200,text/html; charset=UTF-8,79700,Annexe : Stèle Kaba – Musée Régional de Natitingou,Alors que les travaux forcés pour la construction de la maison du Directeur de Cercle épuisent la population locale et que la mobilisation de troupes pour la guerre en Europe échauffe les esprits ; un héro naît pour faire face à l’oppression coloniale. C’est Kaba. Ce dernier organise une rébellion basée sur la guérilla pour résister…,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q66436141,https://www.wikidata.org/wiki/Q66436141,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0082,Central State Scientific and Technical Documentation Archive of the Republic of Kazakhstan,Central Asia,Kazakhstan,Q232,archives,official_source_site,http://ntd.kz,http://ntd.kz,200,text/html; charset=utf-8,47942,Центральный Государственный Архив Научно-Технической Документации »,Басты бет,RSS/Atom,RSS/Atom:application/rss+xml,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q16432921,https://www.wikidata.org/wiki/Q16432921,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0083,Beneficial Microbes Museum and Tourism Factory,East Asia,Taiwan,Q865,museum,official_source_site,https://www.junbaby.com.tw/zh-tw,https://www.junbaby.com.tw/zh-tw,200,text/html; charset=utf-8,37156,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,"命名「菌寶貝」是取台語發音""很寶貝""的諧音，蘊涵菌的""寶貝或寶藏""的意義。設立的初衷，是有感於一般大眾對於生活週遭無所不在的微生物仍一知半解，甚至排斥與恐懼，我們希望藉由菌寶貝博物館的設立，讓大家對微生物世界能有更進一步的認識，同時了解到，在大自然環境中並不一定都是壞菌，也有各種對人類有益的寶貝菌。",RSS/Atom,"RSS/Atom:rel=""alternate""",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q15198388,https://www.wikidata.org/wiki/Q15198388,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0084,House of Leaves,Eastern Europe / Caucasus,Albania,Q222,museum,official_source_site,https://muzeugjethi.gov.al,https://muzeugjethi.gov.al,200,text/html; charset=UTF-8,89186,Welcome | Muzeu Gjethi,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; WordPress REST:wp-json; Static JS App:vite,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q37858697,https://www.wikidata.org/wiki/Q37858697,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0085,Archivo Provincial de la Memoria de Santa Fe,Latin America / Caribbean,Argentina,Q414,archives,official_source_site,https://www.santafe.gov.ar/index.php/web/content/view/full/121979/(subtema)/93806,https://www.santafe.gov.ar/index.php/web/content/view/full/121979/(subtema)/93806,200,text/html; charset=utf-8,44188,Gobierno de Santa Fe - Archivo Provincial de la Memoria de Santa Fe,Gobierno de Santa Fe,PDF,PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q126500139,https://www.wikidata.org/wiki/Q126500139,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0086,Iranian Artists Forum,MENA,Iran,Q794,cultural center,official_source_site,http://iranartists.org/,https://iranartists.org/,200,text/html; charset=UTF-8,140000,خانه هنرمندان ایران,گالری ها سینماتک سالن ها تماشاخانه استاد انتظامی برو به صفحه دلکوک گزارش,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5945214,https://www.wikidata.org/wiki/Q5945214,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0087,Chittagong University Library,South Asia,Bangladesh,Q902,library,official_source_site,https://library.cu.ac.bd/,https://library.cu.ac.bd/,200,text/html; charset=UTF-8,123463,Central Library – University of Chittagong,,DSpace;RSS/Atom;JSON-LD;WordPress REST;Static JS App,DSpace:dspace; RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json; Static JS App:webpack,success,official source homepage metadata; no raw payload or image download,candidate item capture route; preserve IMG00/IMG02 until item-level visual evidence and rights text are verified,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q18987431,https://www.wikidata.org/wiki/Q18987431,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0088,MAG Visitor Centre,Southeast Asia,Laos,Q819,museum,official_source_site,https://www.maginternational.org/laos-visitor-centres/,https://www.maginternational.org/laos-visitor-centres/,200,text/html; charset=utf-8,32285,Laos Visitor Centres | MAG,,IIIF,"IIIF:rel=""manifest""",success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q137733883,https://www.wikidata.org/wiki/Q137733883,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0089,Villa Karo,Africa,Benin,Q962,museum,official_source_site,http://villakaro.org,https://villakaro.org/,200,text/html; charset=UTF-8,68173,Villa Karo - suomalais-afrikkalainen kulttuurikeskus ja residenssi,"Villa Karo on suomalais-länsiafrikkalainen taiteilija- ja tutkijaresidenssi sekä kulttuurikeskus, joka sijaitsee Beninissä, Länsi-Afrikassa.",RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q20380202,https://www.wikidata.org/wiki/Q20380202,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0090,Kunaev Home Museum,Central Asia,Kazakhstan,Q232,museum,official_source_site,https://www.ikf.kz/museum,https://www.ikf.kz/museum,200,text/html; charset=UTF-8,54116,ГККП «Музей Д.А.Кунаева» Управления культуры г. Алматы,"В апреле 1994 года принято постановление Президента РК «Об увековечении памяти Д.А. Кунаева», в котором говорилось о том, что в знак признания особых заслуг Динмухамеда Ахмедовича Кунаева перед Казахстаном в г. Алматы необходимо открыть его музей.",,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q25498984,https://www.wikidata.org/wiki/Q25498984,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0091,Beneficial Microbes Museum and Tourism Factory,East Asia,Taiwan,Q865,museum,official_source_site,https://www.junbaby.com.tw/en,https://www.junbaby.com.tw/en,200,text/html; charset=utf-8,38102,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,"命名「菌寶貝」是取台語發音""很寶貝""的諧音，蘊涵菌的""寶貝或寶藏""的意義。設立的初衷，是有感於一般大眾對於生活週遭無所不在的微生物仍一知半解，甚至排斥與恐懼，我們希望藉由菌寶貝博物館的設立，讓大家對微生物世界能有更進一步的認識，同時了解到，在大自然環境中並不一定都是壞菌，也有各種對人類有益的寶貝菌。",RSS/Atom,"RSS/Atom:rel=""alternate""",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q15198388,https://www.wikidata.org/wiki/Q15198388,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0092,Library of the Albanian Parliament,Eastern Europe / Caucasus,Albania,Q222,library,official_source_site,http://www.parlament.al/Informacion/Qytetaret/26,https://www.parlament.al/Informacion/Qytetaret/26,200,text/html,3769,Kuvendi i Shqipërisë,Kuvendi i Shqipërisë,IIIF;Static JS App,IIIF:manifest.json; Static JS App:webpack,success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q13037596,https://www.wikidata.org/wiki/Q13037596,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0093,Archivo de Arte - Centro de Arte - UNLP,Latin America / Caribbean,Argentina,Q414,archives,official_source_site,https://www.centrodearte.unlp.edu.ar/archivo/,https://www.centrodearte.unlp.edu.ar/archivo/,200,text/html; charset=UTF-8,66427,Archivo – Centro de Arte,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q134415579,https://www.wikidata.org/wiki/Q134415579,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0094,Khorasan Great Museum,MENA,Iran,Q794,museum,official_source_site,http://khgm.razavichto.ir/,http://khgm.razavichto.ir/,200,text/html,0,Khorasan Great Museum,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q104852118,https://www.wikidata.org/wiki/Q104852118,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0095,Kabi Jasimuddin Museum,South Asia,Bangladesh,Q902,museum,official_source_site,https://kabijasimuddin.org.bd/,https://kabijasimuddin.org.bd/site/,200,text/html; charset=UTF-8,10290,Kabi Jasimuddin Museum,Kabi Jasimuddin Museum developed by NetLink Technologies Ltd.,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q31724458,https://www.wikidata.org/wiki/Q31724458,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0096,National Library of Laos,Southeast Asia,Laos,Q819,library,official_source_site,http://www.nationallibraryoflaos.org,http://www.nationallibraryoflaos.org,200,text/html; charset=UTF-8,3871,National Library of Laos,"National Library of Laos corner thanon setthathirat/thanon pangkham, ban xiengyeun thong, muang chanthaburi, vientiane, laos",,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q15116324,https://www.wikidata.org/wiki/Q15116324,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0097,museum of contemporary art in Ouidah,Africa,Benin,Q962,museum,official_source_site,https://www.fondationzinsou.org,https://www.fondation-zinsou.org/,200,text/html; charset=UTF-8,140000,museum of contemporary art in Ouidah,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q67931810,https://www.wikidata.org/wiki/Q67931810,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0098,Kyzylorda Regional Universal Scientific Library named after A. Tazhibayev,Central Asia,Kazakhstan,Q232,library,official_source_site,https://kitapkhana.kz/ru/,https://kitapkhana.kz/ru/,200,text/html,504,Қызылорда облыстық әмбебап ғылыми кітапханасы,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q20486356,https://www.wikidata.org/wiki/Q20486356,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0099,Bluerider ART,East Asia,Taiwan,Q865,museum,official_source_site,https://blueriderart.com/tw/,https://blueriderart.com/tw/,200,text/html; charset=utf-8,140000,Home - Bluerider ART,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q113450724,https://www.wikidata.org/wiki/Q113450724,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0100,Luigj Gurakuqi University Library,Eastern Europe / Caucasus,Albania,Q222,library,official_source_site,https://bush.unishk.edu.al/,https://bush.unishk.edu.al/,200,text/html; charset=UTF-8,34496,Biblioteka Universitare Shkencore,Biblioteka Universitare Shkencore,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; WordPress REST:wp-json; Static JS App:vite,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6700195,https://www.wikidata.org/wiki/Q6700195,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0101,Archivo de la Memoria Trans,Latin America / Caribbean,Argentina,Q414,archives,official_source_site,https://archivotrans.ar/,https://archivotrans.ar/,200,text/html; charset=UTF-8,12599,Archivo de la Mermoria Trans,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q51077859,https://www.wikidata.org/wiki/Q51077859,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0102,Malek National Library and Museum,MENA,Iran,Q794,library,official_source_site,http://www.malekmuseum.org,http://malekmuseum.org/,200,text/html; charset=utf-8,139049,موسسه کتابخانه و موزه ملی ملک,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6743603,https://www.wikidata.org/wiki/Q6743603,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0103,Kangal Harinath Museum,South Asia,Bangladesh,Q902,museum,official_source_site,http://www.kangalharinath.org.bd/,https://kangalharinath.org.bd/site/,200,text/html; charset=UTF-8,16297,Kangal Harinath Museum,Kangal Harinath Museum developed by NetLink Technologies Ltd.,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q118464890,https://www.wikidata.org/wiki/Q118464890,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0104,Baba Nyonya Heritage Museum,Southeast Asia,Malaysia,Q833,museum,official_source_site,http://babanyonyamuseum.com,https://www.babanyonyamuseum.com/,200,text/html; charset=UTF-8,140000,Baba Nyonya Museum – Home of A Peranakan Family,"A House Museum. The Baba Nyonya Heritage Museum is located in Melaka, a world UNESCO site. The house is a combination of three terrace lots that were acquired by the Chan family in 1861. Read More About Us The Townhouse and The Family. The family’s earliest existence in Malacca dates back to the early 19th […]",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q4837359,https://www.wikidata.org/wiki/Q4837359,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
