cluster_key,seed_lane,candidate_rank,surface_id,year,title,image_state,source_family,source_name,proposed_relation_role,anchor_review_score,risk_flags,positive_flags,candidate_use,manual_check
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,1,SURF-CCT2026R01813,2008,Las Meninas Poster.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Las Meninas Poster.jpg / page 5678295,manual_relation_review,99.65,commons_file_source,design; film poster; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,2,SURF-CRB2026V2R0375,2007,Front cover of Constitution of the Communist Party of China 2007 (cropped).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Front cover of Constitution of the Communist Party of China 2007 (cropped).jpg / page 55386399,packet_member_review,75.05,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,3,SURF-CRB2026V2R0376,2007,Front cover of Constitution of the Communist Party of China 2007.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Front cover of Constitution of the Communist Party of China 2007.jpg / page 55386269,packet_member_review,74.75,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,4,SURF-CCT2026R01818,2009,BUT in the park 2957 pixeled.JPG,IMG03,Wikimedia Commons,Wikimedia Commons file source / BUT in the park 2957 pixeled.JPG / page 8915399,packet_member_review,68.35,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,5,SURF-CRB2026V3R00051,2006,Poster of Boycott Russian goods campaign 2006.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Poster of Boycott Russian goods campaign 2006.jpg / page 38775921,packet_member_review,67.95,commons_file_source,campaign; design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,1,SURF-CAW2026R02312,1950,Model truck (AM 2007.17.15-3).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Model truck (AM 2007.17.15-3).jpg / page 65312119,packet_member_review,71.55,commons_file_source,advertisement; advertising; catalogue; design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,2,SURF-CAW2026R02311,1950,Model truck (AM 2007.17.15-2).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Model truck (AM 2007.17.15-2).jpg / page 65312121,packet_member_review,71.55,commons_file_source,advertisement; advertising; catalogue; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,3,SURF-CAW2026R02308,1950,"Figure, advertising (AM 2007.17.18-3).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Figure, advertising (AM 2007.17.18-3).jpg / page 64583354",packet_member_review,70.45,commons_file_source,advertisement; advertising; catalogue; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,4,SURF-CAW2026R02310,1950,Health Poster 'Danger don't spread disease' (15590284219).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Health Poster 'Danger don't spread disease' (15590284219).jpg / page 51249911,packet_member_review,70.15,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,5,SURF-CAW2026R02309,1950,"Figure, advertising (AM 2007.17.20-1).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Figure, advertising (AM 2007.17.20-1).jpg / page 64813618",packet_member_review,70.15,commons_file_source,advertisement; advertising; catalogue; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,1,SURF-CAW2026R00032,1830,"Marianne North (1830-1890) - Foliage and Flowers of a Climbing Plant with Royal Palms and Sugarloaf Mountain in the Background, Brazil - MN65 - Marianne North Gallery.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Marianne North (1830-1890) - Foliage and Flowers of a Climbing Plant with Royal Palms and Sugarloaf Mountain in the Background, Brazil - MN65 - Marianne North Gallery.jpg / page 164636460",sub_under_packet_candidate,81.15,commons_file_source,design; graphic; packaging; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,2,SURF-CAW2026R00013,1830,Marianne North (1830-1890) - A Brazilian Climbing Shrub and Humming Birds - MN59 - Marianne North Gallery.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Marianne North (1830-1890) - A Brazilian Climbing Shrub and Humming Birds - MN59 - Marianne North Gallery.jpg / page 164781958,packet_member_review,70.35,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,3,SURF-CAW2026R00037,1830,"Marianne North (1830-1890) - Glimpse of Mr Weilhorn's House at Petropolis, Brazil - MN90 - Marianne North Gallery.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Marianne North (1830-1890) - Glimpse of Mr Weilhorn's House at Petropolis, Brazil - MN90 - Marianne North Gallery.jpg / page 164691300",sub_under_packet_candidate,69.05,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,4,SURF-CAW2026R00030,1830,Marianne North (1830-1890) - Flowers of a Brazilian Forest Tree - MN88 - Marianne North Gallery.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Marianne North (1830-1890) - Flowers of a Brazilian Forest Tree - MN88 - Marianne North Gallery.jpg / page 164807218,packet_member_review,68.05,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,5,SURF-CAW2026R00052,1830,"Marianne North (1830-1890) - Orchid and Humming Birds, Brazil - MN96 - Marianne North Gallery.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Marianne North (1830-1890) - Orchid and Humming Birds, Brazil - MN96 - Marianne North Gallery.jpg / page 164784100",packet_member_review,67.75,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,1,SURF-CAW2026R02357,1952,"Jacket, formal (AM 2017.66.10-8).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Jacket, formal (AM 2017.66.10-8).jpg / page 83524237",packet_member_review,73.15,commons_file_source,catalogue; design; graphic; packaging; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,2,SURF-CAW2026R02356,1952,"Jacket, formal (AM 2017.66.10-7).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Jacket, formal (AM 2017.66.10-7).jpg / page 83524236",packet_member_review,73.15,commons_file_source,catalogue; design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,3,SURF-CAW2026R02355,1952,"Jacket, formal (AM 2017.66.10-6).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Jacket, formal (AM 2017.66.10-6).jpg / page 83524234",packet_member_review,73.15,commons_file_source,catalogue; design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,4,SURF-CAW2026R02352,1952,"Jacket, formal (AM 2017.66.10-3).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Jacket, formal (AM 2017.66.10-3).jpg / page 83524232",packet_member_review,73.15,commons_file_source,catalogue; design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,5,SURF-CAW2026R02351,1952,"Jacket, formal (AM 2017.66.10-22).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Jacket, formal (AM 2017.66.10-22).jpg / page 83524269",packet_member_review,73.15,commons_file_source,catalogue; design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,1,SURF-CCR2026R0015,1984,"Catherine Oxenberg ""Dynasty"" (1984 ABC press photo).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Catherine Oxenberg ""Dynasty"" (1984 ABC press photo).jpg / page 165570901",packet_member_review,69.65,commons_file_source,design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,2,SURF-CCR2026R0022,1984,"Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 03.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 03.jpg / page 183704484",packet_member_review,63.95,commons_file_source,design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,3,SURF-CCR2026R0021,1984,"Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 02.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 02.jpg / page 183704483",packet_member_review,63.95,commons_file_source,design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,4,SURF-CCR2026R0016,1984,"Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 01 (cropped).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 01 (cropped).jpg / page 183801953",packet_member_review,63.95,commons_file_source,design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,5,SURF-CCR2026R0018,1984,"Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 02.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 02.jpg / page 183640905",packet_member_review,63.65,commons_file_source,design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
