cluster_key,seed_lane,candidate_rank,surface_id,year,title,image_state,source_family,source_name,proposed_relation_role,anchor_review_score,risk_flags,positive_flags,candidate_use,manual_check
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,anchor_confirmation_seed,4,SURF-CGS2026R1214,1974,Black Music July 1974 cover.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Black Music July 1974 cover.jpg / page 187160987,packet_member_review,66.05,commons_file_source,design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,anchor_confirmation_seed,5,SURF-CPB2026R0047,1970,Stamp of Albania - 1970 - Colnect 352320 - Aztec Stadium Mexico City.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 1970 - Colnect 352320 - Aztec Stadium Mexico City.jpeg / page 98405413,card_context_candidate,9.45,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,1,SURF-CAW2026R02431,1954,Advertisement for Mentholatum 1954.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertisement for Mentholatum 1954.png / page 187525354,sub_under_packet_candidate,81.95,commons_file_source,advertisement; advertising; design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,2,SURF-CRB2026V2R0043,1950,Front Cover of Ògbójú Ọdẹ nínú Igbó Irúnmọlẹ̀ by D.O. Fágúnwà.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Front Cover of Ògbójú Ọdẹ nínú Igbó Irúnmọlẹ̀ by D.O. Fágúnwà.png / page 133971344,packet_member_review,66.05,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,3,SURF-CAW2026R02432,1954,An Advertisement of PHOSFERINE TONIC WINE.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / An Advertisement of PHOSFERINE TONIC WINE.png / page 187799508,packet_member_review,65.65,commons_file_source,advertisement; advertising; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,4,SURF-CAW2026R02292,1950,Arte Yorubá - Exu 02.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Arte Yorubá - Exu 02.jpg / page 45903311,packet_member_review,63.25,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Nigeria|Modern typography and layout|Wikimedia Commons|1950-1954,anchor_confirmation_seed,5,SURF-CRB2026V2R0047,1954,Stamp of Indonesia - 1954 - Colnect 260899 - Menangkabu boy and girl performing Umbrella Dance.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1954 - Colnect 260899 - Menangkabu boy and girl performing Umbrella Dance.jpeg / page 114662608,card_context_candidate,4.85,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,1,SURF-CRB2026V2R0428,1929,El Peru Cover Page.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / El Peru Cover Page.jpg / page 336132,manual_relation_review,95.75,commons_file_source,book cover; design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,2,SURF-CRB2026V2R0427,1925,Theatre Magazine cover 1925-09 Hilda Ferguson.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Theatre Magazine cover 1925-09 Hilda Ferguson.jpg / page 114842668,sub_under_packet_candidate,81.15,commons_file_source,design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,3,SURF-CAW2026R01626,1929,"Beckmann - Tiedemann, 0301.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Beckmann - Tiedemann, 0301.jpg / page 143012875",packet_member_review,77.55,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,4,SURF-CGS2026R1329,1927,Luis Pardo (1927) - poster.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Luis Pardo (1927) - poster.jpg / page 154944883,packet_member_review,67.25,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,anchor_confirmation_seed,5,SURF-CCE2026R00278,1925,Stamp of Peru - 1927 - Colnect 429347 - Morro of Arica.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1927 - Colnect 429347 - Morro of Arica.jpeg / page 114983179,card_context_candidate,8.85,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,1,SURF-GSU1970R028,1968,"Georgia State College Signal, 1968-10-10",IMG02,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,packet_member_review,67.25,,,top_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,2,SURF-GSU1970R027,1966,"The Georgia State College Signal, 1966-04-28",IMG02,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,packet_member_review,64.85,,,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,3,SURF-GSU1970R031,1969,"Great Speckled Bird v. 2 no. 23 (August 18, 1969)",IMG02,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,packet_member_review,56.45,non_design_drift:bird,publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,4,SURF-GSU1970R029,1968,"Great Speckled Bird v. 1 no. 4 (April 26, 1968)",IMG02,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,packet_member_review,56.45,non_design_drift:bird,publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
United States|Travel and transport poster culture|Georgia State CONTENTdm|1965-1969,anchor_confirmation_seed,5,SURF-GSU1970R032,1969,"Great Speckled Bird v. 2 no. 39 (December 8, 1969)",IMG02,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,packet_member_review,54.05,non_design_drift:bird,publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,1,SURF-CCT2026R00242,1965,Une-Si-Jeune-Paix.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Une-Si-Jeune-Paix.png / page 130658569,packet_member_review,74.25,commons_file_source,design; film poster; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,2,SURF-CCT2026R00243,1966,La bataille d'Alger film.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / La bataille d'Alger film.jpg / page 130658777,packet_member_review,73.35,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,3,SURF-CCT2026R00260,1969,"Affiche du film Eldridge Cleaver, Black Panther.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Affiche du film Eldridge Cleaver, Black Panther.jpg / page 175617685",packet_member_review,66.25,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,4,SURF-CCT2026R00259,1969,Affiche du film Archie Shepp chez les Touaregs.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Affiche du film Archie Shepp chez les Touaregs.jpg / page 175617594,packet_member_review,66.25,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,5,SURF-CCT2026R00250,1967,Stamp of Algeria - 1967 - Colnect 173857 - Caravelle over Ghardaia.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Algeria - 1967 - Colnect 173857 - Caravelle over Ghardaia.jpeg / page 98425837,card_context_candidate,3.35,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,1,SURF-CGS2026R0075,1900,"Women in 1900 art, Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop) (cropped).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Women in 1900 art, Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop) (cropped).jpg / page 87563397",manual_relation_review,99.05,commons_file_source,book cover; design; graphic; logo; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,2,SURF-CGS2026R0314,1904,Cappiello Jacqueminot.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Cappiello Jacqueminot.jpg / page 83325498,manual_relation_review,99.05,commons_file_source,advertisement; advertising; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,3,SURF-CGS2026R0058,1900,"Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Almanaque Sud-Americano para 1900 book cover detail, from- BaANH49565 Almanaque Sud-Americano (1900) (page 1 crop).jpg / page 87563193",manual_relation_review,99.05,commons_file_source,book cover; design; graphic; logo; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,4,SURF-CGS2026R0060,1900,"Detail, Brasserie Fontaine poster Artigue (cropped).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Detail, Brasserie Fontaine poster Artigue (cropped).jpg / page 78827799",packet_member_review,68.05,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Argentina|Modern typography and layout|Wikimedia Commons|1900-1904,card_pressure_anchor_review,5,SURF-CGS2026R0059,1900,Brasserie Fontaine poster Artigue (cropped).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Brasserie Fontaine poster Artigue (cropped).jpg / page 78827777,packet_member_review,67.75,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,1,SURF-CGS2026R0415,1929,AcabaramSeOsOtariosAd1.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / AcabaramSeOsOtariosAd1.jpg / page 4313268,sub_under_packet_candidate,84.45,commons_file_source,advertisement; design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,2,SURF-CGS2026R0413,1928,"Mickey Mouse Color Stock Poster (Celebrity Productions era, 1928).jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Mickey Mouse Color Stock Poster (Celebrity Productions era, 1928).jpg / page 143264356",packet_member_review,77.05,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,3,SURF-CGS2026R0416,1929,Olympio Guilherme 1932 Fome.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Olympio Guilherme 1932 Fome.png / page 69367761,packet_member_review,66.95,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,4,SURF-CAW2026R01562,1925,Through the Brazilian Wilderness (1925) Cover.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Through the Brazilian Wilderness (1925) Cover.jpg / page 123135597,packet_member_review,66.65,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1925-1929,card_pressure_anchor_review,5,SURF-CAW2026R01561,1925,Through the Brazilian Wilderness (1925) - cover.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Through the Brazilian Wilderness (1925) - cover.png / page 122583324,packet_member_review,64.05,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,1,SURF-CCE2026R00431,1940,Biscoitos Aymore (Jornal do Brasil - 1940).png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Biscoitos Aymore (Jornal do Brasil - 1940).png / page 16205608,manual_relation_review,99.05,commons_file_source,advertisement; advertising; design; graphic; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,2,SURF-CGS2026R0465,1942,"Stefan Zweig, Die Welt von gestern 1942.jpg",IMG03,Wikimedia Commons,"Wikimedia Commons file source / Stefan Zweig, Die Welt von gestern 1942.jpg / page 8526564",sub_under_packet_candidate,70.55,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,3,SURF-CAW2026R01938,1940,LATI - Rio.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / LATI - Rio.jpg / page 72301874,packet_member_review,67.35,commons_file_source,advertising; design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,4,SURF-CGS2026R0463,1942,Die Kunst im Deutschen Reich - May 1942 cover.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Die Kunst im Deutschen Reich - May 1942 cover.jpg / page 176651109,packet_member_review,64.95,commons_file_source,design; graphic; magazine; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Brazil|Modern typography and layout|Wikimedia Commons|1940-1944,card_pressure_anchor_review,5,SURF-CCT2026R02220,1943,Stamp of Brazil - 1943 - Colnect 303281 - Centurry Postal Stamp.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Brazil - 1943 - Colnect 303281 - Centurry Postal Stamp.jpeg / page 98466001,card_context_candidate,4.25,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,1,SURF-CRB2026V3R00226,1980,COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Remaja Pulang Pagi TMnr 4653-111.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Remaja Pulang Pagi TMnr 4653-111.jpg / page 11020547,packet_member_review,73.85,commons_file_source,design; film poster; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,2,SURF-CRB2026V3R00227,1980,COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Shadow Boxing TMnr 4653-112.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Shadow Boxing TMnr 4653-112.jpg / page 11020548,packet_member_review,73.35,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,3,SURF-CRB2026V3R00225,1980,COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Air Mata Ibu TMnr 4653-113.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Air Mata Ibu TMnr 4653-113.jpg / page 11020545,sub_under_packet_candidate,69.65,commons_file_source,design; film poster; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,4,SURF-CRG2026R3567,1980,Stamp of Indonesia - 1980 - Colnect 255246 - London 80 International Stamp Exhibition.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1980 - Colnect 255246 - London 80 International Stamp Exhibition.jpeg / page 114705815,card_context_candidate,11.75,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,5,SURF-CRG2026R3566,1980,Stamp of Indonesia - 1980 - Colnect 255245 - London 80 International Stamp Exhibition.jpeg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1980 - Colnect 255245 - London 80 International Stamp Exhibition.jpeg / page 114705729,card_context_candidate,11.75,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,context_or_card_support_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,1,SURF-CAW2026R03073,1985,Rachmat Saleh - Ministers of the Third Development Cabinet.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Rachmat Saleh - Ministers of the Third Development Cabinet.jpg / page 116256252,packet_member_review,67.55,commons_file_source,design; graphic; poster; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,2,SURF-CAW2026R03070,1985,KP1 Muhammad Dahlan.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / KP1 Muhammad Dahlan.jpg / page 119843149,packet_member_review,66.05,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,3,SURF-CAW2026R03071,1985,KP1 Sarbini.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / KP1 Sarbini.jpg / page 119503249,packet_member_review,65.85,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,4,SURF-CAW2026R03072,1985,Maraden Panggabean - Ministers of the Third Development Cabinet.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Maraden Panggabean - Ministers of the Third Development Cabinet.jpg / page 115972483,sub_under_packet_candidate,64.25,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,5,SURF-CAW2026R03069,1985,KP1 Idham Chalid.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / KP1 Idham Chalid.jpg / page 119503169,sub_under_packet_candidate,62.45,commons_file_source,design; graphic; poster; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,1,SURF-CAW2026R00594,1890,Bierstadt Albert Island of New Providence.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Bierstadt Albert Island of New Providence.jpg / page 3379288,manual_relation_review,95.75,commons_file_source,design; graphic; packaging; visual communication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,2,SURF-CCT2026R02419,1891,Cumanda (second edition cover).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Cumanda (second edition cover).jpg / page 58707775,sub_under_packet_candidate,81.15,commons_file_source,book cover; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,3,SURF-CAW2026R00649,1892,Cándido Lopez - Soldados paraguayos heridos prisioneros de la batalla de Yatay - Google Art Project.jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Cándido Lopez - Soldados paraguayos heridos prisioneros de la batalla de Yatay - Google Art Project.jpg / page 21880683,sub_under_packet_candidate,78.05,commons_file_source,design; graphic; packaging; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,4,SURF-CAW2026R00641,1891,Advertentie in het dagblad Suriname - koloniaal nieuws- en advertentieblad van 10 februari 1891.png,IMG03,Wikimedia Commons,Wikimedia Commons file source / Advertentie in het dagblad Suriname - koloniaal nieuws- en advertentieblad van 10 februari 1891.png / page 181583853,packet_member_review,72.55,commons_file_source,advertisement; advertising; design; graphic; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Latin America|Modern typography and layout|Wikimedia Commons|1890-1894,card_pressure_anchor_review,5,SURF-CAW2026R00676,1894,Ilustracion Puertorriqueña - Advertisement (1894).jpg,IMG03,Wikimedia Commons,Wikimedia Commons file source / Ilustracion Puertorriqueña - Advertisement (1894).jpg / page 122537781,packet_member_review,71.25,commons_file_source,advertisement; advertising; design; graphic; publication; visual communication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,1,SURF-GAPIT2026R026,1981,NAIDOC 1981 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,62.1,,poster,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,2,SURF-GAPIT2026R022,1980,NAIDOC 1980 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,58.1,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,3,SURF-GAPIT2026R029,1983,NAIDOC 1983 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,56.5,weak_context:talk,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,4,SURF-GAPIT2026R033,1984,NAIDOC 1984 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,56.3,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,5,SURF-GAPIT2026R028,1982,NAIDOC 1982 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,54.3,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,1,SURF-LPC2026R027,2003,NAIDOC 2003 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,60.7,,poster,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,2,SURF-GAPIT2026R058,2000,NAIDOC 2000 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,58.9,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,3,SURF-LPC2026R025,2001,NAIDOC 2001 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,57.5,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,4,SURF-LPC2026R028,2004,NAIDOC 2004 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,52.6,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,5,SURF-LPC2026R026,2002,NAIDOC 2002 Poster,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,packet_member_review,52.3,,poster,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,1,SURF-IAC1990R006,2022,In Solidarity With UK Students,IMG02,Malaysia Design Archive,Malaysia Design Archive,packet_member_review,62.9,,design; poster; publication,top_anchor_review_candidate,seed candidate only; do not apply role automatically
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,2,SURF-IAC1990R001,2022,A Force More Powerful,IMG02,Malaysia Design Archive,Malaysia Design Archive,packet_member_review,62.9,,design; poster; publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,3,SURF-IAC1990R005,2022,Silhouette of A Person Holding A Sign Against A Blue Background,IMG02,Malaysia Design Archive,Malaysia Design Archive,packet_member_review,60.5,,design; poster; publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,4,SURF-IAC1990R007,2022,Mahasiswa Bangkitlah Dari Tidurmu,IMG02,Malaysia Design Archive,Malaysia Design Archive,packet_member_review,60.5,,design; poster; publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,5,SURF-IAC1990R003,2022,Kuasa Kepada Rakyat,IMG02,Malaysia Design Archive,Malaysia Design Archive,packet_member_review,60.5,,design; poster; publication,secondary_anchor_review_candidate,seed candidate only; do not apply role automatically
