candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,recommended_image_policy_next,recommended_text_policy_next,rights_risk,capture_priority_next,probe_status,failure_reason,raw_probe_path,access_date,notes
NLCV30082,Bahrain Authority for Culture and Antiquities,MENA,Gulf,Bahrain,heritage archive,national,HTML,https://culture.gov.bh/,200,https://culture.gov.bh/,text/html; charset=UTF-8,51,,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30083,Sultan Qaboos University Library,MENA,Gulf,Oman,university library,university,catalog/HTML,https://www.squ.edu.om/libraries/,200,https://www.squ.edu.om/libraries/,text/html; charset=utf-8,180000,SQU Libraries,Libraries,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30084,Oman National Records and Archives Authority,MENA,Gulf,Oman,national archive,national,HTML,https://nraa.gov.om/,200,https://nraa.gov.om/,text/html; charset=UTF-8,180000,هيئة الوثائق والمحفوظات الوطنية,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30085,Yemen National Information Center,MENA,Arabian Peninsula,Yemen,government information archive,national,HTML,https://yemen-nic.info/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30086,Bibliotheca Alexandrina Memory of Modern Egypt,MENA,North Africa,Egypt,digital history archive,institutional,HTML/database,https://modernegypt.bibalex.org/,200,https://modernegypt.bibalex.org/,text/html,303,Redirect Page,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30087,National Archives of India Abhilekh Patal,South Asia,India,India,national archive,national,HTML/database,https://www.abhilekh-patal.in/,202,https://www.abhilekh-patal.in/,text/html; charset=UTF-8,2444,,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30088,CSCS Archive,South Asia,India,India,research archive,research,HTML,https://cscs.res.in/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30089,Godrej Archives,South Asia,India,India,corporate/design archive,corporate archive,HTML,https://www.godrejarchives.com/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30090,Sarmaya Arts Foundation,South Asia,India,India,visual culture collection,nonprofit,HTML,https://sarmaya.in/,200,https://sarmaya.in/,text/html; charset=UTF-8,79726,Sarmaya - The Museum Without Boundaries,"Sarmaya is not a museum you go to; it’s a museum that comes to you. A curated repository of Indian art, artefacts and living traditions from the Subcontinent.",WordPress REST,WordPress REST:wp-content,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30091,National Library of Pakistan,South Asia,Pakistan,Pakistan,national library,national,HTML/catalog,https://nlp.gov.pk/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30092,Citizens Archive of Pakistan,South Asia,Pakistan,Pakistan,community archive,nonprofit,HTML,https://www.citizensarchive.org/,200,https://citizensarchive.org/,text/html; charset=UTF-8,133397,Home - The Citizen Archive of Pakistan,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 adapter build,ok,,,2026-06-05,
NLCV30093,Lahore Museum,South Asia,Pakistan,Pakistan,museum archive,museum,HTML,https://lahoremuseum.punjab.gov.pk/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30094,Liberation War Museum Bangladesh,South Asia,Bangladesh,Bangladesh,memory museum archive,museum,HTML,https://www.liberationwarmuseumbd.org/,200,https://www.liberationwarmuseumbd.org/,text/html; charset=UTF-8,180000,Liberation War Museum,,Static JS App;PDF,Static JS App:vite;PDF:.pdf,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 adapter build,ok,,,2026-06-05,
NLCV30095,National Archives of Bangladesh,South Asia,Bangladesh,Bangladesh,national archive,national,HTML,https://www.nanl.gov.bd/site/page/0e8b48c5-59c2-4b5b-8f5a-3f8f5c4b5d2e,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30096,Nepal Archives,South Asia,Nepal,Nepal,national archive,national,HTML,https://nationalarchives.gov.np/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30097,National Library of Bhutan,South Asia,Bhutan,Bhutan,national library,national,HTML,https://www.library.gov.bt/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,TimeoutError: The read operation timed out,,2026-06-05,
NLCV30098,National Library of Maldives,South Asia,Maldives,Maldives,national library,national,HTML,https://www.nlm.gov.mv/,200,https://www.nlm.gov.mv/,text/html; charset=UTF-8,90198,HOME | National Library,Children's Multimedia Library,Static JS App;PDF,Static JS App:vite;PDF:.pdf,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30099,National Library of Myanmar,Southeast Asia,Myanmar,Myanmar,national library,national,HTML,https://www.nlm.gov.mm/,200,https://www.nlm.gov.mm/,text/html;charset=UTF-8,79525,National Library of Myanmar (Yangon),,Static JS App,Static JS App:vite,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30100,Myanmar Book Aid and Preservation Foundation,Southeast Asia,Myanmar,Myanmar,community/library archive,nonprofit,HTML,https://myanmarbookaid.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30101,Princess Maha Chakri Sirindhorn Anthropology Centre Database,Southeast Asia,Thailand,Thailand,research database,research,HTML/database,https://www.sac.or.th/databases/,403,https://www.sac.or.th/databases/,text/html; charset=iso-8859-1,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30102,National Library of Vietnam Digital Library,Southeast Asia,Vietnam,Vietnam,national library digital portal,national,catalog/HTML,https://thuvienquocgia.vn/,200,https://thuvienquocgia.vn/,text/html; charset=UTF-8,76472,"Thuvienquocgia.vn - Trang thư viện quốc gia, tin tức thư viên","Thuvienquocgia.vn: Thư viện Sách, tin tức hình ảnh mới nhất luôn được cập nhật liên tục, chủ đề thu vien sach : Cũng quan trọng tương đương với việc chọn ngành nghề theo học",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30103,Philippine Archives Collection,Southeast Asia,Philippines,Philippines,archive collection,public,HTML,https://www.archives.gov.ph/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30104,National Library of Malaysia,Southeast Asia,Malaysia,Malaysia,national library,national,catalog/HTML,https://www.pnm.gov.my/,200,https://www.pnm.gov.my/,text/html; charset=UTF-8,26677,Laman Sesawang Perpustakaan Negara Malaysia,Laman Sesawang Perpustakaan Negara Malaysia,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30105,National Archives of Malaysia,Southeast Asia,Malaysia,Malaysia,national archive,national,HTML/catalog,https://www.arkib.gov.my/,200,https://www.arkib.gov.my/ms/,text/html; charset=utf-8,175069,Laman Utama,Arkib Negara Malaysia,RSS/Atom;PDF,"RSS/Atom:rel=""alternate"";PDF:.pdf",rss_atom_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30106,Singapore Memory Project,Southeast Asia,Singapore,Singapore,community memory archive,national/community,HTML,https://www.singaporememory.sg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30107,National Library of Laos,Southeast Asia,Laos,Laos,national library,national,HTML,https://www.nationallibraryoflaos.org/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30108,National Library of Cambodia,Southeast Asia,Cambodia,Cambodia,national library,national,HTML,https://nlc.gov.kh/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1028)>,,2026-06-05,
NLCV30109,National Library of Brunei Darussalam,Southeast Asia,Brunei,Brunei,national library,national,HTML/catalog,https://www.library.gov.bn/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30110,National Library of Timor-Leste,Southeast Asia,Timor-Leste,Timor-Leste,national library,national,HTML,https://www.mjcc.gov.tl/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30111,National Archives of Kazakhstan,Central Asia,Kazakhstan,Kazakhstan,national archive,national,HTML,https://archive.president.kz/,200,https://archive.president.kz/,text/html; charset=UTF-8,72701,Қазақстан Республикасы Президентінің Архиві | Архив Президента Республики Казахстан,Қазақстан Республикасы Президентінің Архиві,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30112,National Library of Uzbekistan,Central Asia,Uzbekistan,Uzbekistan,national library,national,catalog/HTML,https://www.natlib.uz/,200,https://www.natlib.uz/,text/html; charset=UTF-8,137030,O‘ZBEKISTON MILLIY KUTUBXONASI,O‘zbekiston Respublikasi Prezidenti Administratsiyasi huzuridagi Axborot va ommaviy kommunikatsiyalar agentligining Alisher Navoiy nomidagi O‘zbekiston Milliy kutubxonasi,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30113,National Archives of Uzbekistan,Central Asia,Uzbekistan,Uzbekistan,national archive,national,HTML,https://archive.uz/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1028)>,,2026-06-05,
NLCV30114,National Library of Kyrgyzstan,Central Asia,Kyrgyzstan,Kyrgyzstan,national library,national,catalog/HTML,https://nlkr.gov.kg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30115,National Library of Tajikistan,Central Asia,Tajikistan,Tajikistan,national library,national,HTML/catalog,https://kmt.tj/,200,https://kmt.tj/,text/html; charset=UTF-8,112004,Китобхонаи миллии Тоҷикистон – Китобхонаи миллии Тоҷикистон,Китобхонаи миллии Тоҷикистон,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30116,State Library of Turkmenistan,Central Asia,Turkmenistan,Turkmenistan,national library,national,HTML,https://www.science.gov.tm/,200,https://www.science.gov.tm/,text/html; charset=UTF-8,33457,Türkmenistanyň Ylymlar akademiýasy,Türkmenistanyň Ylymlar akademiýasy,,,manual_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30117,National Archives of Armenia,Eastern Europe / Caucasus,Caucasus,Armenia,national archive,national,HTML,https://armarchives.am/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30118,Digital Library Iverieli,Eastern Europe / Caucasus,Caucasus,Georgia,national digital library,national,HTML/catalog,https://dspace.nplg.gov.ge/,200,https://dspace.nplg.gov.ge/,text/html;charset=UTF-8,33673,Iverieli: Home,,DSpace;RSS/Atom,DSpace:dspace;RSS/Atom:application/rss+xml,dspace_oai_or_rest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30119,Azerbaijan National Library,Eastern Europe / Caucasus,Caucasus,Azerbaijan,national library,national,catalog/HTML,https://anl.az/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30120,National Library of Montenegro,Eastern Europe / Caucasus,Balkans,Montenegro,national library,national,catalog/HTML,https://www.nb-cg.me/,200,https://www.nb-cg.me/,text/html; charset=UTF-8,50376,Nacionalna biblioteka Crne Gore - Đurđe Crnojević - Nacionalna biblioteka Crne Gore „Đurđe Crnojević“,uvod prva,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30121,National and University Library Bosnia and Herzegovina,Eastern Europe / Caucasus,Balkans,Bosnia and Herzegovina,national library,national,catalog/HTML,https://www.nub.ba/,200,https://nub.ba/,text/html; charset=UTF-8,54910,NUB BiH – Nacionalna i univerzitetska biblioteka Bosne i Hercegovine,"Zvanična web stranica NUB BiH: radno vrijeme, usluge, digitalne kolekcije, COBISS katalog i novosti.",Static JS App;PDF,Static JS App:vite;PDF:.pdf,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30122,Macedonian Digital Library,Eastern Europe / Caucasus,Balkans,North Macedonia,national digital library,national,HTML/catalog,https://www.nubsk.edu.mk/,200,https://nubsk.edu.mk/,text/html; charset=UTF-8,97813,Национална и универзитетска библиотека „Св. Климент Охридски “- Скопје,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml;WordPress REST:wp-content;Static JS App:webpack,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30123,Romanian National Digital Library,Eastern Europe / Caucasus,Eastern Europe,Romania,national digital library,national,catalog/HTML,https://digitool.bibnat.ro/,200,https://digitool.bibnat.ro/captcha?next=%2F,text/html,2639,,,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P2 manual source review,ok,,,2026-06-05,
NLCV30124,Moldova National Library,Eastern Europe / Caucasus,Eastern Europe,Moldova,national library,national,catalog/HTML,https://www.bnrm.md/,200,https://www.bnrm.md/,text/html; charset=UTF-8,180000,Biblioteca Națională a Republicii Moldova – BNRM Facebook Instagram X YouTube Search Expand Expand Expand,,RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-content;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30125,Ukrainian Institute of National Memory Archive,Eastern Europe / Caucasus,Eastern Europe,Ukraine,memory archive,national,HTML,https://uinp.gov.ua/,200,https://uinp.gov.ua/,text/html; charset=UTF-8,152519,Український інститут національної пам'яті - офіційний веб-сайт,"Український інститут національної пам’яті є центральним органом виконавчої влади, діяльність якого спрямовується та координується Кабінетом Міністрів України через Міністра культури і який реалізує державну політику у сфері відновлення та…",,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30126,Alexander Turnbull Library,Oceania / Indigenous,Aotearoa/New Zealand,New Zealand,national special collection,national,catalog/HTML,https://natlib.govt.nz/collections/a-z/alexander-turnbull-library,200,https://natlib.govt.nz/collections/a-z/alexander-turnbull-library,text/html,212,,,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P2 manual source review,ok,,,2026-06-05,
NLCV30127,State Library Victoria Collections,Oceania / Indigenous,Australia,Australia,state library,state,catalog/HTML,https://www.slv.vic.gov.au/search-discover,200,https://www.slv.vic.gov.au/search-discover,text/html; charset=UTF-8,96598,Search & discover | State Library Victoria,,,,bibliographic_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30128,PARADISEC,Oceania / Indigenous,Pacific,Pacific,cultural archive,university/consortium,HTML/catalog,https://www.paradisec.org.au/,200,https://www.paradisec.org.au/,text/html; charset=UTF-8,153974,PARADISEC – Safeguarding research in Australia's region,"Pacific and Regional Archive for Digital Sources in Endangered Cultures A race against time to digitise analog records of materials in languages and cultures from all over the world. We hold 18,500 hours of audio recordings and 4,000…",RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-json;Static JS App:vite;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 adapter build,ok,,,2026-06-05,
NLCV30129,National Library of Fiji,Oceania / Indigenous,Pacific,Fiji,national library,national,HTML,https://www.library.gov.fj/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30130,National Archives of Fiji,Oceania / Indigenous,Pacific,Fiji,national archive,national,HTML,https://www.archives.gov.fj/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30131,Archives Nationales du Burkina Faso,Africa,West Africa,Burkina Faso,national archive,national,HTML,https://archivesnationales.gov.bf/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30132,Bibliotheque Nationale du Burkina Faso,Africa,West Africa,Burkina Faso,national library,national,HTML,https://bibliothequenationale.gov.bf/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30133,Archives Nationales du Mali,Africa,West Africa,Mali,national archive,national,HTML,https://www.archivesdumali.gouv.ml/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30134,Bibliotheque Nationale du Mali,Africa,West Africa,Mali,national library,national,HTML,https://www.bn.gouv.ml/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30135,Archives Nationales du Benin,Africa,West Africa,Benin,national archive,national,HTML,https://archivesnationales.gouv.bj/,200,https://archivesnationales.gouv.bj/,text/html; charset=UTF-8,67004,Accueil | Archive Nationale Du Benin,Page d'acceuil de la direction des archives nationales du nénin.,PDF,PDF:.pdf,pdf_text_or_link_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30136,Bibliotheque Nationale du Benin,Africa,West Africa,Benin,national library,national,HTML,https://bibliothequenationale.bj/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30137,Archives Nationales du Togo,Africa,West Africa,Togo,national archive,national,HTML,https://archives.gouv.tg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30138,Bibliotheque Nationale du Togo,Africa,West Africa,Togo,national library,national,HTML,https://bibliothequenationale.gouv.tg/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30139,Archives Nationales du Niger,Africa,West Africa,Niger,national archive,national,HTML,https://www.archivesnationales.ne/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30140,Bibliotheque Nationale du Niger,Africa,West Africa,Niger,national library,national,HTML,https://www.bnn.ne/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30141,Archives Nationales du Cameroun,Africa,Central Africa,Cameroon,national archive,national,HTML,https://www.archivesnationales.cm/,200,https://www.archivesnationales.cm/,text/html; charset=utf-8,66333,Accueil,Archives Nationales du Cameroun,Static JS App;PDF,Static JS App:vite;PDF:.pdf,headless_metadata_probe_only,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
