candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,adapter_hint,recommended_image_policy_next,recommended_text_policy_next,rights_risk,capture_priority_next,probe_status,failure_reason,raw_probe_path,access_date,notes
NLCV30025,Rwanda Archives and Library Services Authority,Africa,East Africa,Rwanda,national archive/library,national,HTML,https://ralsa.gov.rw/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30026,Rwanda Cultural Heritage Academy,Africa,East Africa,Rwanda,cultural heritage archive,national,HTML,https://www.rwandaheritage.gov.rw/,200,https://www.rwandaheritage.gov.rw/,text/html; charset=utf-8,42317,Ahabanza,,RSS/Atom;JSON-LD,"RSS/Atom:rel=""alternate"";JSON-LD:application/ld+json",html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30027,Eswatini National Archives,Africa,Southern Africa,Eswatini,national archive,national,HTML,https://www.gov.sz/,200,https://www.gov.sz/,text/html; charset=utf-8,122481,Home-Page,{loadmoduleid 613} QUICK LINKS {loadmoduleid 423} MY E-GOVERNMENT PORTAL {loadmoduleid 761},JSON-LD;PDF,JSON-LD:application/ld+json;PDF:.pdf,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30028,Lesotho National Archives,Africa,Southern Africa,Lesotho,national archive,national,HTML,https://www.gov.ls/,200,https://www.gov.ls/,text/html; charset=UTF-8,180000,Home - Government of Lesotho,Government of Lesotho : Empowering Citizens with Digital Solutions EXPLORE E-SERVICES Celebrating 200 Years since being founded on the Thaba Bosiu Plateau LEARN MORE Government of Lesotho : Empowering Citizens with Digital Solutions…,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30029,CeDInCI,Latin America / Caribbean,Southern Cone,Argentina,social history archive,research/nonprofit,HTML/catalog,http://cedinci.unsam.edu.ar/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,discovery_only_platform;community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30030,Museo de Arte Moderno de Buenos Aires,Latin America / Caribbean,Southern Cone,Argentina,museum archive,museum,HTML,https://museomoderno.org/,200,https://museomoderno.org/,text/html; charset=UTF-8,153391,Museo Moderno (ES) - Museo Moderno,Exposiciones Apoyá al Moderno Educativo Moderno Los libros del Moderno Proyectos Modernos Café y Tienda CIMAM 2023 Mapa del Arte Casa Alberto Heredia Programa,RSS/Atom;JSON-LD;WordPress REST;Static JS App;PDF,RSS/Atom:application/rss+xml;JSON-LD:application/ld+json;WordPress REST:wp-json;Static JS App:webpack;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30031,Archivo Nacional de Chile,Latin America / Caribbean,Southern Cone,Chile,national archive,national,HTML,https://www.archivonacional.gob.cl/,200,https://www.archivonacional.gob.cl/,text/html; charset=UTF-8,58811,Inicio | Archivo Nacional,,RSS/Atom,"RSS/Atom:rel=""alternate""",rss_atom_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30032,Museo de la Memoria y los Derechos Humanos,Latin America / Caribbean,Southern Cone,Chile,memory museum archive,museum,HTML/catalog,https://web.museodelamemoria.cl/,200,https://web.museodelamemoria.cl/,text/html,893,Memorias en Chile,Plataforma Memorias en Chile,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30033,Archivo General de la Nacion Uruguay,Latin America / Caribbean,Southern Cone,Uruguay,national archive,national,HTML,https://www.gub.uy/ministerio-educacion-cultura/archivo-general-nacion,200,https://www.gub.uy/ministerio-educacion-cultura/archivo-general-nacion,text/html; charset=UTF-8,53133,Archivo General de la Nación | Ministerio de Educación y Cultura,,JSON-LD;PDF,JSON-LD:schema.org;PDF:.pdf,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30034,Biblioteca Nacional del Paraguay,Latin America / Caribbean,Southern Cone,Paraguay,national library,national,HTML,https://www.cultura.gov.py/,200,https://cultura.gov.py/,text/html; charset=UTF-8,84870,Secretaria Nacional de Cultura Paraguay,,RSS/Atom;WordPress REST,"RSS/Atom:rel=""alternate"";WordPress REST:wp-json",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30035,Archivo Nacional de Asuncion,Latin America / Caribbean,Southern Cone,Paraguay,national archive,national,HTML,https://www.archivonacional.gov.py/,200,https://archivonacional.gov.py/,text/html; charset=UTF-8,133786,Archivo Nacional de Asuncion – Sitio web oficial del Archivo Nacional del Paraguay,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30036,Repositorio Institucional BNP Peru,Latin America / Caribbean,Andean,Peru,national library repository,national,DSpace/HTML,https://repositorio.bnp.gob.pe/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30037,Archivo General de la Nacion Peru,Latin America / Caribbean,Andean,Peru,national archive,national,HTML,https://agn.gob.pe/,200,https://www.gob.pe/agn,text/html; charset=utf-8,180000,Archivo General de la Nación - AGN - Plataforma del Estado Peruano,"Proponemos y ejecutamos las políticas de conservación, restauración, registro, difusión y servicio del Patrimonio Documental de la Nación....",,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30038,Biblioteca Nacional de Colombia,Latin America / Caribbean,Andean,Colombia,national library,national,catalog/HTML,https://bibliotecanacional.gov.co/,200,https://bibliotecanacional.gov.co/es-co,text/html; charset=utf-8,77017,Biblioteca Nacional de Colombia,"Entidad encargada de preservar y catalogar el patrimonio bibliográfico y documental del país para los investigadores, académicos y público en general.",RSS/Atom,"RSS/Atom:rel=""alternate""",rss_atom_source_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30039,Biblioteca Digital de Bogota,Latin America / Caribbean,Andean,Colombia,city digital library,public,HTML/catalog,https://www.bibliotecadigitaldebogota.gov.co/,200,https://www.bibliotecadigitaldebogota.gov.co/,text/html; charset=utf-8,129380,Biblioteca Digital de Bogotá | BibloRed Logo BibloRed,"Contenidos online de acceso gratuito en diferentes formatos como videos, música, libros, revistas digitales, audiolibros, ebooks, mapas, entre otros.",IIIF,"IIIF:rel=""manifest""",iiif_manifest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",iiif_is_viewer_not_reuse,P1 adapter build,ok,,,2026-06-05,
NLCV30040,Senal Memoria Colombia,Latin America / Caribbean,Andean,Colombia,media archive,public,HTML,https://www.senalmemoria.co/,200,https://www.senalmemoria.co/,text/html; charset=UTF-8,68014,Señal Memoria: guardamos y conservamos el material audiovisual y sonoro de Colombia,Señal Memoria es la estrategia de salvaguarda y difusión del archivo de la radio y la televisión pública de Colombia.,JSON-LD,JSON-LD:application/ld+json,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30041,Archivo General de la Nacion Colombia,Latin America / Caribbean,Andean,Colombia,national archive,national,HTML,https://www.archivogeneral.gov.co/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30042,Biblioteca Nacional del Ecuador,Latin America / Caribbean,Andean,Ecuador,national library,national,HTML/catalog,https://www.bibliotecanacional.gob.ec/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30043,Archivo Nacional del Ecuador,Latin America / Caribbean,Andean,Ecuador,national archive,national,HTML,https://www.culturaypatrimonio.gob.ec/archivo-nacional-del-ecuador/,403,https://www.culturaypatrimonio.gob.ec/archivo-nacional-del-ecuador/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30044,Biblioteca y Archivo Historico de la Asamblea Legislativa Bolivia,Latin America / Caribbean,Andean,Bolivia,legislative archive,national,HTML,https://biblioteca.asambleanacional.gob.bo/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30045,Biblioteca Nacional de Venezuela,Latin America / Caribbean,Caribbean / North South America,Venezuela,national library,national,HTML/catalog,http://www.bnv.gob.ve/,200,https://www.bnv.gob.ve/,text/html; charset=UTF-8,110471,BNV BNV,,WordPress REST,WordPress REST:wp-content,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30046,Archivo General de la Nacion Venezuela,Latin America / Caribbean,Caribbean / North South America,Venezuela,national archive,national,HTML,http://www.agn.gob.ve/,200,http://agn.gob.ve/,text/html; charset=UTF-8,180000,Archivo General de la Nación,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml;WordPress REST:wp-json,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30047,Biblioteca Nacional de Brasil,Latin America / Caribbean,Brazil,Brazil,national library,national,catalog/HTML,https://www.gov.br/bn/,200,https://www.gov.br/bn/pt-br,text/html;charset=utf-8,180000,Página Inicial — Fundação Biblioteca Nacional,,JSON-LD,JSON-LD:application/ld+json,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30048,Itaú Cultural Enciclopedia,Latin America / Caribbean,Brazil,Brazil,arts encyclopedia/archive,institutional,HTML,https://enciclopedia.itaucultural.org.br/,403,https://enciclopedia.itaucultural.org.br/,text/html,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30049,Mediateca INAH,Latin America / Caribbean,Mexico,Mexico,heritage media archive,national,HTML/catalog,https://mediateca.inah.gob.mx/,200,https://repositorio.inah.gob.mx/,text/html; charset=UTF-8,99912,Repositorio INAH,Repositorio del Instituto Nacional de Antropología e Historia de México.,RSS/Atom;JSON-LD,"RSS/Atom:rel=""alternate"";JSON-LD:application/ld+json",html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30050,Museo del Estanquillo,Latin America / Caribbean,Mexico,Mexico,popular culture museum,museum,HTML,https://www.museodelestanquillo.cdmx.gob.mx/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30051,Biblioteca Nacional de Guatemala,Latin America / Caribbean,Central America,Guatemala,national library,national,HTML,https://mcd.gob.gt/biblioteca-nacional/,200,https://mcd.gob.gt/biblioteca-nacional/,text/html; charset=UTF-8,180000,"Ministerio de Cultura y Deportes – Cultura, motor del desarrollo",,RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-content;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30052,Archivo General de Centro America,Latin America / Caribbean,Central America,Guatemala,regional archive,national,HTML,https://mcd.gob.gt/archivo-general-de-centro-america/,200,https://mcd.gob.gt/archivo-general-de-centro-america/,text/html; charset=UTF-8,180000,"Ministerio de Cultura y Deportes – Cultura, motor del desarrollo",,RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;WordPress REST:wp-content;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30053,Biblioteca Nacional Miguel Obregon Lizano,Latin America / Caribbean,Central America,Costa Rica,national library,national,HTML,https://www.sinabi.go.cr/,403,https://www.sinabi.go.cr/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30054,Archivo Nacional de Costa Rica,Latin America / Caribbean,Central America,Costa Rica,national archive,national,HTML,https://www.archivonacional.go.cr/,200,https://www.archivonacional.go.cr/,text/html; charset=utf-8,113840,Inicio,Dirección General del Archivo Nacional de Costa Rica. Sitio Web institucional,JSON-LD;PDF,JSON-LD:application/ld+json;PDF:.pdf,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30055,Biblioteca Nacional de Panama,Latin America / Caribbean,Central America,Panama,national library,national,HTML,https://www.binal.ac.pa/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,,2026-06-05,
NLCV30056,Archivo Nacional de Panama,Latin America / Caribbean,Central America,Panama,national archive,national,HTML,https://www.archivonacional.gob.pa/,200,https://www.archivonacional.gob.pa/,text/html; charset=utf-8,37578,Inicio,,,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30057,Biblioteca Nacional de El Salvador,Latin America / Caribbean,Central America,El Salvador,national library,national,HTML,https://www.binaes.gob.sv/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30058,Archivo General de la Nacion El Salvador,Latin America / Caribbean,Central America,El Salvador,national archive,national,HTML,https://www.cultura.gob.sv/,403,https://www.cultura.gob.sv/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30059,Biblioteca Nacional de Honduras,Latin America / Caribbean,Central America,Honduras,national library,national,HTML,https://www.ihah.hn/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ihah.hn'. (_ssl.c:1028)>",,2026-06-05,
NLCV30060,Instituto de Historia de Nicaragua y Centroamerica,Latin America / Caribbean,Central America,Nicaragua,research archive,university,HTML,https://ihnca.edu.ni/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30061,National Library of Jamaica,Latin America / Caribbean,Caribbean,Jamaica,national library,national,HTML/catalog,https://nlj.gov.jm/,200,https://nlj.gov.jm/,text/html; charset=UTF-8,99928,The National Library of Jamaica – Explore. Discover. Connect.,,RSS/Atom;WordPress REST;PDF,RSS/Atom:application/rss+xml;WordPress REST:wp-json;PDF:.pdf,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30062,Jamaica Archives and Records Department,Latin America / Caribbean,Caribbean,Jamaica,national archive,national,HTML,https://jard.gov.jm/,200,https://jard.gov.jm/,text/html; charset=utf-8,22924,Jamaica Archives and Records Department | Bridge to the Future - Government of Jamaica Scrolling Announcement,"The Jamaica Archives and Records Department is a Department of the Office of the Prime Minister, and is governed by the Archives Act, 1982 and the Archives (Official Records) Regulations, 1988",,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30063,National Archives of Trinidad and Tobago,Latin America / Caribbean,Caribbean,Trinidad and Tobago,national archive,national,HTML,https://natt.gov.tt/,200,https://natt.gov.tt/,text/html; charset=utf-8,37964,National Archives of Trinidad and Tobago,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml;WordPress REST:wordpress,wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30064,National Library of Trinidad and Tobago,Latin America / Caribbean,Caribbean,Trinidad and Tobago,national library,national,HTML/catalog,https://www.nalis.gov.tt/,200,https://www.nalis.gov.tt/,text/html; charset=UTF-8,180000,NALIS – National Library and Information System Authority,,RSS/Atom;JSON-LD;WordPress REST;PDF,"RSS/Atom:rel=""alternate"";JSON-LD:schema.org;WordPress REST:wp-json;PDF:.pdf",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30065,Bibliotheque Nationale d'Haiti,Latin America / Caribbean,Caribbean,Haiti,national library,national,HTML,https://bnhaiti.gouv.ht/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30066,Archivo General de la Nacion Republica Dominicana,Latin America / Caribbean,Caribbean,Dominican Republic,national archive,national,HTML,https://agn.gob.do/,200,https://agn.gob.do/,text/html; charset=utf-8,73969,Archivo General de la Nación | AGN - Inicio,Archivo General de la Nación | AGN,RSS/Atom;JSON-LD;Static JS App;PDF,RSS/Atom:application/rss+xml;JSON-LD:schema.org;Static JS App:window.__;PDF:.pdf,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30067,Biblioteca Nacional Pedro Henriquez Urena,Latin America / Caribbean,Caribbean,Dominican Republic,national library,national,HTML,https://bnphu.gob.do/,403,https://bnphu.gob.do/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30068,Biblioteca Nacional Jose Marti,Latin America / Caribbean,Caribbean,Cuba,national library,national,HTML,http://www.bnjm.cu/,200,https://bnjm.cu/,text/html; charset=UTF-8,35859,Biblioteca Nacional de Cuba José Martí,,IIIF;RSS/Atom;PDF,"IIIF:rel=""manifest"";RSS/Atom:application/rss+xml;PDF:.pdf",iiif_manifest_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",iiif_is_viewer_not_reuse,P1 adapter build,ok,,,2026-06-05,
NLCV30069,Archivo Nacional de Cuba,Latin America / Caribbean,Caribbean,Cuba,national archive,national,HTML,http://www.arnac.cu/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30070,National Library of Israel Collections,MENA,Levant,Israel/Palestine,national library,national,catalog/IIIF/HTML,https://www.nli.org.il/en,403,https://www.nli.org.il/en,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,http_error,HTTP Error 403: Forbidden,,2026-06-05,
NLCV30071,Iran Data Portal,MENA,Iran,Iran,research data archive,university,HTML/data,https://irandataportal.syr.edu/,200,https://irandataportal.syr.edu/,text/html; charset=UTF-8,52993,The Iran Data Portal - Iran Data Portal – Syracuse University,,RSS/Atom;WordPress REST,"RSS/Atom:rel=""alternate"";WordPress REST:wp-json",wordpress_rest_or_html_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
NLCV30072,Istanbul University Library Rare Works,MENA,Anatolia,Turkey,university digital library,university,catalog/HTML,https://katalog.istanbul.edu.tr/client/en_US/default,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30073,Milli Kutuphane Turkey,MENA,Anatolia,Turkey,national library,national,catalog/HTML,https://www.mkutup.gov.tr/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error [Errno 51] Network is unreachable>,,2026-06-05,
NLCV30074,Lebanese National Library,MENA,Levant,Lebanon,national library,national,HTML/catalog,http://www.bnl.gov.lb/,200,http://www.bnl.gov.lb/arabic/index.html,text/html,42067,المكتبة الوطنية اللبنانية,,PDF,PDF:.pdf,pdf_text_or_link_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30075,American University of Beirut Libraries,MENA,Levant,Lebanon,university library,university,catalog/HTML,https://www.aub.edu.lb/Libraries/,200,https://www.aub.edu.lb/Libraries/Pages/default.aspx,text/html; charset=utf-8,135236,University Libraries,The University Libraries are the intellectual hub of AUB.,JSON-LD;PDF,JSON-LD:application/ld+json;PDF:.pdf,html_jsonld_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30076,Moise A. Khayrallah Center Archive,MENA,Levant diaspora,Arab diaspora,diaspora archive,university,HTML,https://lebanesestudies.ncsu.edu/archives/,404,https://lebanesestudies.ncsu.edu/archives/,text/html; charset=UTF-8,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,community_or_cultural_review,P2 retry/manual verification,http_error,HTTP Error 404: Not Found,,2026-06-05,
NLCV30077,Jordan National Library,MENA,Levant,Jordan,national library,national,HTML/catalog,https://www.nl.gov.jo/,200,https://www.nl.gov.jo/Default/Ar,text/html; charset=utf-8,180000,الصفحة الرئيسية - دائرة المكتبة الوطنية,DNL,PDF,PDF:.pdf,pdf_text_or_link_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30078,Iraq National Library and Archive,MENA,Iraq,Iraq,national library/archive,national,HTML/catalog,https://www.iraqnla.gov.iq/,200,https://www.iraqnla.gov.iq/,text/html,78537,البحث داخل المحتوى دار الكتب والوثائق الوطنية,,PDF,PDF:.pdf,pdf_text_or_link_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 adapter build,ok,,,2026-06-05,
NLCV30079,Kuwait National Library,MENA,Gulf,Kuwait,national library,national,HTML/catalog,https://nltk.gov.kw/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",,2026-06-05,
NLCV30080,King Fahad National Library,MENA,Gulf,Saudi Arabia,national library,national,catalog/HTML,https://kfnl.gov.sa/,,,,,,,,,manual_review_or_alternate_endpoint,IMG00 until source endpoint and item rights are verified,manual context only,standard_rights_review,P2 retry/manual verification,failed,URLError: <urlopen error timed out>,,2026-06-05,
NLCV30081,UAE National Library and Archives,MENA,Gulf,United Arab Emirates,national archive/library,national,HTML,https://www.na.ae/,200,https://na.ae/,text/html; charset=utf-8,65694,Aftermarket.com | The domain NA.ae is for sale!,"Thank you for visiting our domain sales page. Why choose our premium domain names?Instant Brand Recognition: A premium domain instantly conveys professionalism, authority, and trustworthiness, helping you to establish a strong online…",,,html_metadata_adapter,IMG03 only if authoritative item license confirms; otherwise IMG02/IMG00,"source title, description, collection scope, catalog terms, and stable links",standard_rights_review,P1 text/source enrichment,ok,,,2026-06-05,
