geographyId,label,class,mappingState,transnational,broadRegion,historical,total_public_records,period_assignments,active_period_count,longest_consecutive_run,substantive_period_count,longest_substantive_run,first_active_period,last_active_period,year_min,year_max,median_records_per_active_period,peak_period,peak_period_records,peak_period_concentration_pct,off_peak_records,max_share_of_period_pct,periods_at_rank_1,periods_in_top_3,precise_records,precise_share_pct,approximate_records,range_records,source_count,top_source,top_source_share_pct,outside_top_source_records,reader_facing_records,reader_facing_share_pct,visual_route_records,visual_route_share_pct,flags,decision,reason_codes,records_by_period,share_by_period_pct,rank_by_period
SPTGEO:3254082f0059b355924952744dff7933a62c0534af9ce4e52b4326bf25514b83,Brazil,country,mapped,False,False,False,9,9,7,3,0,0,1880s,2010s,1880,2018,1,1980s,2,22.2,7,2.1,0,0,9,100.0,0,0,3,collections.vam.ac.uk,55.6,4,7,77.8,9,100.0,,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|1|2|0|2|1|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.1|0.0|0.0|0.0|0.0|0.4|0.0|0.0|0.1|0.1|0.1|0.0|0.3|0.3|0.0,||||||||5|||||16|||48|41|14||22|23|
SPTGEO:f06733e7002b3b8561e6e03d62e85c0ad875ef4409eeef55fb5e8700a81a5327,New Caledonia,territory,mapped,False,False,False,9,9,2,2,1,1,2010s,2020s,2017,2026,4.5,2010s,7,77.8,2,2.0,0,0,9,100.0,0,0,1,www.spc.int,100.0,0,9,100.0,9,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|2,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|1.3,|||||||||||||||||||||10|15
SPTGEO:66dd7e66b366720473e2381bd7c1625ba538cbba873b4cc7ef790c03a91373b4,Czech Republic,country,mapped,False,False,False,8,8,4,1,0,0,1910s,1990s,1918,1990,1.5,1930s,4,50.0,4,1.5,0,0,8,100.0,0,0,3,www.artic.edu,62.5,3,8,100.0,8,100.0,PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|1|0|4|0|0|2|0|0|1|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.5|0.0|0.0|0.1|0.0|0.0|0.2|0.0|0.0|0.0,|||||||||||13||11|||41|||14|||
SPTGEO:24ec4280a19f53859bf757b95e3f7a005c1e30a6ad56882142cde670b0fcb946,Kiribati,country,mapped,False,False,False,8,8,3,3,1,1,2000s,2020s,2003,2021,2,2010s,5,62.5,3,1.4,0,0,8,100.0,0,0,1,www.spc.int,100.0,0,8,100.0,8,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|1.4|1.3,||||||||||||||||||||31|13|14
SPTGEO:8b1c39e4bd024f7201df51af49300cd81ca33bc3363559022a2df4fd5d5d8839,Palestine / transnational,transnational,aggregate_only,True,False,False,8,8,4,3,0,0,1930s,1980s,1939,1980,1.5,1960s,4,50.0,4,0.4,0,0,8,100.0,0,0,1,www.loc.gov,100.0,0,8,100.0,8,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF|COMPOSITE_GOVERNED_IDENTITY,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|4|2|1|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.0|0.0|0.3|0.2|0.1|0.0|0.0|0.0|0.0,|||||||||||||20|||36|35|21||||
SPTGEO:4eedae6e82245819a7ae835d7642c804805788c7789306cd2a8d06b46e3600cb,Samoa,country,mapped,False,False,False,8,8,2,2,1,1,2000s,2010s,2002,2017,4.0,2000s,7,87.5,1,1.1,0,0,8,100.0,0,0,1,www.spc.int,100.0,0,8,100.0,8,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|1|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.1|0.3|0.0,||||||||||||||||||||8|27|
SPTGEO:420f83634b1a78aea124e40c2cf5af00554532c6ae4da7bfbf3d065b9f031e5e,Tonga,country,mapped,False,False,False,7,7,2,1,1,1,2000s,2020s,2002,2024,3.5,2020s,5,71.4,2,3.1,0,0,7,100.0,0,0,1,www.spc.int,100.0,0,7,100.0,7,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|5,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|3.1,||||||||||||||||||||23||10
SPTGEO:856e8df3d10caabbba5a0a57c84beb185295faa59f1610fdee7672b849b4d860,Argentina,country,mapped,False,False,False,6,6,4,4,0,0,1960s,1990s,1967,1994,1.0,1970s,3,50.0,3,0.3,0,0,6,100.0,0,0,2,www.artic.edu,50.0,3,6,100.0,6,100.0,PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|1|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.1|0.2|0.0|0.0|0.0,||||||||||||||||51|31|20|15|||
SPTGEO:1da9fe36cc02a62ab9f0cf9e75bcda631c880e8dede5013e27b73e4190a2cbf8,Fiji,country,mapped,False,False,False,6,6,2,1,0,0,2000s,2020s,2008,2024,3.0,2020s,4,66.7,2,2.5,0,0,6,100.0,0,0,1,www.spc.int,100.0,0,6,100.0,6,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|4,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|2.5,||||||||||||||||||||20||11
SPTGEO:c839cdbef1ee351e37359df4b5ee1a318dca67de6a26c445400866cd23e1e596,Iran,country,mapped,False,False,False,6,6,2,2,0,0,1960s,1970s,1965,1979,3.0,1960s,4,66.7,2,0.3,0,0,6,100.0,0,0,1,www.loc.gov,100.0,0,6,100.0,6,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.0|0.0|0.0|0.0|0.0,||||||||||||||||37|37|||||
SPTGEO:09f324bcc7bbd3734e48ee9830402c1a450dc5f0e7c2ee5386b74257587d62f6,Nauru,country,mapped,False,False,False,6,6,2,1,0,0,2000s,2020s,2004,2022,3.0,2000s,3,50.0,3,1.9,0,0,6,100.0,0,0,1,www.spc.int,100.0,0,6,100.0,6,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|3,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|1.9,||||||||||||||||||||15||13
SPTGEO:0302c0f8fde160e15d66f19149b13889a7106637209f452e33fe41383ac44a7d,Thailand,country,mapped,False,False,False,6,6,2,1,1,1,1960s,2000s,1965,2000,3.0,2000s,5,83.3,1,0.8,0,0,6,100.0,0,0,2,artgallery.yale.edu,83.3,1,6,100.0,6,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|5|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.8|0.0|0.0,||||||||||||||||46||||11||
SPTGEO:2eeae8aaa59df29846eadc9c7a3346bc84b5d9db10c96e922f4b0103f6eada06,Zimbabwe,country,mapped,False,False,False,6,6,2,2,0,0,1960s,1970s,1965,1972,3.0,1960s,4,66.7,2,0.3,0,0,6,100.0,0,0,1,www.loc.gov,100.0,0,6,100.0,6,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.2|0.0|0.0|0.0|0.0|0.0,||||||||||||||||34|34|||||
SPTGEO:94371e0144a50eee617088a1c301a416ccf6d7c7c107d2264b534377e030c0c4,Greece,country,mapped,False,False,False,5,5,3,2,0,0,1960s,1990s,1968,1990,1,1970s,3,60.0,2,0.3,0,0,5,100.0,0,0,2,www.loc.gov,80.0,1,5,100.0,5,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0|1|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.3|0.0|0.2|0.0|0.0|0.0,||||||||||||||||52|32||16|||
SPTGEO:f639decb69d6f7278cab36c3fc7549966bcf1bbbb144de4d0336e3e86d89a754,Marshall Islands,country,mapped,False,False,False,5,5,2,2,0,0,2000s,2010s,2005,2019,2.5,2010s,3,60.0,2,0.9,0,0,5,100.0,0,0,1,www.spc.int,100.0,0,5,100.0,5,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.9|0.0,||||||||||||||||||||28|18|
SPTGEO:a58a099f7c46341acdf2d964bf062c1029c3a6b343483c18d876c6c34c0e628c,"Paris, France",subnational,aggregate_only,False,False,False,5,5,2,2,0,0,1800s,1810s,1804,1817,2.5,1800s,3,60.0,2,33.3,0,2,5,100.0,0,0,1,gallica.bnf.fr,100.0,0,5,100.0,5,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,25.0|33.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,2|3|||||||||||||||||||||
SPTGEO:ea9d4a35c72ba23d47c1850db1ebccc6906b97b311aab7a0750d94213b60e9d8,Niue,territory,mapped,False,False,False,4,4,2,2,0,0,2000s,2010s,2005,2015,2.0,2010s,3,75.0,1,0.9,0,0,4,100.0,0,0,1,www.spc.int,100.0,0,4,100.0,4,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.9|0.0,||||||||||||||||||||42|17|
SPTGEO:6d5e25b37567a161762d86f9340342c8a48738ad190f79d9f9d707d439dfc33d,Palau,country,mapped,False,False,False,4,4,2,2,0,0,2000s,2010s,2007,2015,2.0,2010s,3,75.0,1,0.9,0,0,4,100.0,0,0,1,www.spc.int,100.0,0,4,100.0,4,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.9|0.0,||||||||||||||||||||37|16|
SPTGEO:820fd086655dd9579e199c2e3876c8599b6c3a3f993125616fd79ef334f70075,Paraguay,country,mapped,False,False,False,4,4,1,1,0,0,1960s,1960s,1965,1967,4,1960s,4,100.0,0,0.3,0,0,4,100.0,0,0,1,www.loc.gov,100.0,0,4,100.0,4,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||||35||||||
SPTGEO:d7994482a25dafa7db29f4405b6e2505d707d8bc76d10ab439153ebfbf1aadbe,Egypt,country,mapped,False,False,False,3,3,3,1,0,0,1940s,1980s,1942,1987,1,1940s,1,33.3,2,0.4,0,0,2,66.7,1,0,2,collections.vam.ac.uk,66.7,1,3,100.0,3,100.0,,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|DATE_QUALITY_INSUFFICIENT|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.0|0.1|0.0|0.1|0.0|0.0|0.0|0.0,||||||||||||||18||55||22||||
SPTGEO:cc8a971379abe36aa9679339293d9f4caceb41109e5f1aaa9b15f301c6ca8e3a,Guatemala,country,mapped,False,False,False,3,3,2,2,0,0,1960s,1970s,1965,1976,1.5,1960s,2,66.7,1,0.1,0,0,3,100.0,0,0,1,www.loc.gov,100.0,0,3,100.0,3,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.0|0.0|0.0,||||||||||||||||43|46|||||
SPTGEO:d34ddf855bf3e0227f253df16bf6c1b2e76df34b9802d902b441be7aeed3d997,Iraq,country,mapped,False,False,False,3,3,1,1,0,0,1960s,1960s,1968,1968,3,1960s,3,100.0,0,0.2,0,0,3,100.0,0,0,1,www.loc.gov,100.0,0,3,100.0,3,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||||38||||||
SPTGEO:d5dbf8bc11e8239640f5755e80e225c95dcce8171dc886ca9a151cbcff327cf5,Lebanon,country,mapped,False,False,False,3,3,2,2,0,0,1960s,1970s,1967,1976,1.5,1970s,2,66.7,1,0.2,0,0,3,100.0,0,0,1,www.loc.gov,100.0,0,3,100.0,3,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.2|0.0|0.0|0.0|0.0|0.0,||||||||||||||||54|38|||||
SPTGEO:e574aee21af4e389d2c5445db2ace324d85dc21411751ae77d5bdaf83ed11f4d,Nicaragua,country,mapped,False,False,False,3,3,2,2,0,0,1960s,1970s,1965,1979,1.5,1960s,2,66.7,1,0.1,0,0,3,100.0,0,0,1,www.loc.gov,100.0,0,3,100.0,3,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.1|0.0|0.0|0.0|0.0|0.0,||||||||||||||||45|48|||||
SPTGEO:d483693dba9cc69c2ad2107b6572aa938e423f3d9f3ef214dd051826a0390808,Nigeria,country,mapped,False,False,False,3,3,1,1,0,0,1960s,1960s,1962,1969,3,1960s,3,100.0,0,0.2,0,0,3,100.0,0,0,1,www.loc.gov,100.0,0,3,100.0,3,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||||39||||||
SPTGEO:a193438dad2d0ba329f70537a2b2ba54cfc0bdae64a6e4b7bd05380a36df0938,"Boston, United States",subnational,aggregate_only,False,False,False,2,2,1,1,0,0,1810s,1810s,1813,1813,2,1810s,2,100.0,0,33.3,0,1,2,100.0,0,0,1,www.loc.gov,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.0|33.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,|2|||||||||||||||||||||
SPTGEO:c02e7b89a282ab62d421b02c35870035c147147534558ddeb70f37de0e054a0a,Dominican Republic,country,mapped,False,False,False,2,2,1,1,0,0,1970s,1970s,1975,1975,2,1970s,2,100.0,0,0.2,0,0,2,100.0,0,0,1,www.loc.gov,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||36|||||
SPTGEO:cf7b981e9e9790c419db0607e6503bc6c8266539ed91ac169fc9f6c641548b27,Georgia,country,mapped,False,False,False,2,2,1,1,0,0,2000s,2000s,2001,2002,2,2000s,2,100.0,0,0.3,0,0,2,100.0,0,0,1,artgallery.yale.edu,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0,||||||||||||||||||||26||
SPTGEO:a3a0e97db497a465acfd05afd90d3aa792b7a97eac1e63acae711f69e80f3221,Papua New Guinea,country,mapped,False,False,False,2,2,1,1,0,0,2000s,2000s,2006,2006,2,2000s,2,100.0,0,0.3,0,0,2,100.0,0,0,1,www.spc.int,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0,||||||||||||||||||||25||
SPTGEO:f811e864888a74af0633c8dd66389d7134157b46ff46684f6bffb4f2f4056149,Tuvalu,country,mapped,False,False,False,2,2,1,1,0,0,2000s,2000s,2009,2009,2,2000s,2,100.0,0,0.3,0,0,2,100.0,0,0,1,www.spc.int,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0,||||||||||||||||||||29||
SPTGEO:4da96b08b2822acd0471d267c0a15273c280992bffbec34f64882c77ab7232e5,Uruguay,country,mapped,False,False,False,2,2,2,1,0,0,1940s,1960s,1942,1965,1.0,1940s,1,50.0,1,0.4,0,0,2,100.0,0,0,1,www.loc.gov,100.0,0,2,100.0,2,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.4|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||16||50||||||
