geographyId,label,class,mappingState,transnational,broadRegion,historical,total_public_records,period_assignments,active_period_count,longest_consecutive_run,substantive_period_count,longest_substantive_run,first_active_period,last_active_period,year_min,year_max,median_records_per_active_period,peak_period,peak_period_records,peak_period_concentration_pct,off_peak_records,max_share_of_period_pct,periods_at_rank_1,periods_in_top_3,precise_records,precise_share_pct,approximate_records,range_records,source_count,top_source,top_source_share_pct,outside_top_source_records,reader_facing_records,reader_facing_share_pct,visual_route_records,visual_route_share_pct,flags,decision,reason_codes,records_by_period,share_by_period_pct,rank_by_period
SPTGEO:768960d2a9a1578f1aec5688cef0795b54b1bc0387e43968bfb5af7a08de0145,"Angers, France",subnational,aggregate_only,False,False,False,1,1,1,1,0,0,1800s,1800s,1802,1802,1,1800s,1,100.0,0,8.3,0,0,1,100.0,0,0,1,gallica.bnf.fr,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,4||||||||||||||||||||||
SPTGEO:6478ebe466d1f7931c6ec1a3f4eda30f8ecabca927714781d2f543c0de9f31e5,Australia / Indigenous,broad_region,aggregate_only,False,True,False,1,1,1,1,0,0,1910s,1910s,1912,1912,1,1910s,1,100.0,0,0.5,0,0,1,100.0,0,0,1,collections.vam.ac.uk,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF|COMPOSITE_GOVERNED_IDENTITY,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,|||||||||||12|||||||||||
SPTGEO:496b081af926b9d43073b2ed22df4cfaddc572ee324e5bfb673e6f8f3da4ab17,Bangladesh,country,mapped,False,False,False,1,1,1,1,0,0,1970s,1970s,1973,1973,1,1970s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||42|||||
SPTGEO:4892a45bd0f99c9bb8d5def621d7d5b06e76b3ee22698d6ee967d6110ca26da5,"Bordeaux, France",subnational,aggregate_only,False,False,False,1,1,1,1,0,0,1820s,1820s,1826,1826,1,1820s,1,100.0,0,10.0,0,1,1,100.0,0,0,1,gallica.bnf.fr,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,||2||||||||||||||||||||
SPTGEO:98a5387a0eb7d4900dd6c24a01e358889486916d2ef34e7b60a1ed34683ab30e,El Salvador,country,mapped,False,False,False,1,1,1,1,0,0,1970s,1970s,1975,1975,1,1970s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||45|||||
SPTGEO:98a79d18bfd0654a5b147c9e103005b4137476c3e066ea9fbf3438713c244a86,Estonia,country,mapped,False,False,False,1,1,1,1,0,0,1990s,1990s,1990,1990,1,1990s,1,100.0,0,0.2,0,0,1,100.0,0,0,1,collection.cooperhewitt.org,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0|0.0,|||||||||||||||||||18|||
SPTGEO:0b8b82d6fcb8ef782591e4305c259e7bd4427e1d29212120a45ccee1040fa5fd,Hawaii,subnational,aggregate_only,False,False,False,1,1,1,1,0,0,2010s,2010s,2019,2019,1,2010s,1,100.0,0,0.3,0,0,1,100.0,0,0,1,www.spc.int,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0,|||||||||||||||||||||22|
SPTGEO:2f744f0d5b8bd5627f901c222db99527a598115345620b9c04eac0c5ddd10728,Jordan,country,mapped,False,False,False,1,1,1,1,0,0,1970s,1970s,1970,1970,1,1970s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||40|||||
SPTGEO:47441e66dbbfc9e21f2dd9ab546f8fcdc2cf3e26a50d6f7569662bda90599db9,"New York, United States",subnational,aggregate_only,False,False,False,1,1,1,1,0,0,1800s,1800s,1801,1801,1,1800s,1,100.0,0,8.3,0,1,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,3||||||||||||||||||||||
SPTGEO:d37d59b604a23b1b2584e85b6017247c8fc195fefc7083c6c41f9caa8ac5dd16,Pakistan,country,mapped,False,False,False,1,1,1,1,0,0,1960s,1960s,1965,1965,1,1960s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||||53||||||
SPTGEO:defdb40045f8e39e8ebb037309e61de5d7eb02ee9063f1308b24f8cf7f04eb76,Peru,country,mapped,False,False,False,1,1,1,1,0,0,2000s,2000s,2007,2007,1,2000s,1,100.0,0,0.2,0,0,1,100.0,0,0,1,artgallery.yale.edu,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0,||||||||||||||||||||40||
SPTGEO:828cd1a771076bdd0d689d8eccce4dd8b9a44b589975248f53021b7182ea9a98,"Port-au-Prince, Haiti",subnational,aggregate_only,False,False,False,1,1,1,1,0,0,1820s,1820s,1825,1825,1,1820s,1,100.0,0,10.0,0,1,1,100.0,0,0,1,gallica.bnf.fr,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,0.0|0.0|10.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0,||3||||||||||||||||||||
SPTGEO:51268f609ed188f7ccefc97d4985d4869b1b071750f50019e36193884475e521,Puerto Rico,territory,mapped,False,False,False,1,1,1,1,0,0,2000s,2000s,2005,2005,1,2000s,1,100.0,0,0.2,0,0,1,100.0,0,0,1,www.artic.edu,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0,||||||||||||||||||||34||
SPTGEO:db9d56b7eca38425a0a0dba8f3f6873c038944e3e68b0095ee2c877827048289,Serbia,country,mapped,False,False,False,1,1,1,1,0,0,1970s,1970s,1975,1975,1,1970s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||47|||||
SPTGEO:63e9c9008c0cda117bd6cc7f9717653d53fae2fac562840728d3a6ff52f3fcf1,Singapore,country,mapped,False,False,False,1,1,1,1,0,0,1950s,1950s,1959,1959,1,1950s,1,100.0,0,0.3,0,0,1,100.0,0,0,1,search.malaysiadesignarchive.org,100.0,0,1,100.0,0,0.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0,|||||||||||||||16|||||||
SPTGEO:08ca4dfbb294b534556f221c4713703939b435038fe202af145301e83996a952,Syria,country,mapped,False,False,False,1,1,1,1,0,0,1960s,1960s,1965,1965,1,1960s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0|0.0,||||||||||||||||47||||||
SPTGEO:5a8be824027bd87c00d7cdbbe910b38a8e53efa687bcca5f4384ead5d035d541,Tokelau,territory,unmapped,False,False,False,1,1,1,1,0,0,2000s,2000s,2005,2005,1,2000s,1,100.0,0,0.2,0,0,1,100.0,0,0,1,www.spc.int,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,NOT_MAPPED|LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.2|0.0|0.0,||||||||||||||||||||35||
SPTGEO:8b325942f322413e730e7ef6f2ec7bfe7a8c0e8ff528acc4f1ec1c33f687e1b5,Venezuela,country,mapped,False,False,False,1,1,1,1,0,0,1970s,1970s,1970,1970,1,1970s,1,100.0,0,0.1,0,0,1,100.0,0,0,1,www.loc.gov,100.0,0,1,100.0,1,100.0,SOURCE_DOMINANT_75|PEAK_DECADE_HALF,NOT_READY,LOW_TOTAL_VOLUME|INSUFFICIENT_TEMPORAL_CONTINUITY|SINGLE_PERIOD_CONCENTRATION|SOURCE_CONCENTRATION|INSUFFICIENT_READER_FACING_RECORDS,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.1|0.0|0.0|0.0|0.0|0.0,|||||||||||||||||43|||||
