capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date,image_expectation,parser_status,display_mode,ocr_or_excerpt,source_description_raw,editorial_summary,historical_context_note,classification_rationale,uncertainty_note,citation_basis
CRB2026V3R00131,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Iranian propaganda poster from the Iran-Iraq War.webp / page 166376852,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APosters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,166376852,https://commons.wikimedia.org/wiki/File:Iranian_propaganda_poster_from_the_Iran-Iraq_War.webp,Iranian propaganda poster from the Iran-Iraq War.webp,کمیته هنری ستاد امور جنگ وزارت فرهنگ و ارشاد اسلامی,1980,1980,1980,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,https://x.com/propagandopolis/status/1660929082899431425&psig=AOvVaw0_Wu3g4-qyWE9Pjy-k2R-n&ust=1748706747561000&source=images&cd=vfe&opi=89978449&ved=0CBgQ3YkBahcKEwi47v21xsuNAxUAAAAAHQAAAAAQJw,"Iranian propaganda poster from the Iran-Iraq War (1980-1988). It says: ""War! War, until Victory!""","Iranian propaganda poster from the Iran-Iraq War; between 1980 and 1988 date QS:P,+1980-00-00T00:00:00Z/8,P1319,+1980-00-00T00:00:00Z/9,P1326,+1988-00-00T00:00:00Z/9; 2025-05-30 15:57:31; https://x.com/propagandopolis/status/1660929082899431425&psig=AOvVaw0_Wu3g4-qyWE9Pjy-k2R-n&ust=1748706747561000&source=images&cd=vfe&opi=89978449&ved=0CBgQ3YkBahcKEwi47v21xsuNAxUAAAAAHQAAAAAQJw",Middle East and North Africa; Iran; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/5/52/Iranian_propaganda_poster_from_the_Iran-Iraq_War.webp,false,https://commons.wikimedia.org/wiki/File:Iranian_propaganda_poster_from_the_Iran-Iraq_War.webp,false,,,2026-06-12,expected,ok,open_image_frame,"Iranian propaganda poster from the Iran-Iraq War (1980-1988). It says: ""War! War, until Victory!""","Iranian propaganda poster from the Iran-Iraq War (1980-1988). It says: ""War! War, until Victory!""","Iranian propaganda poster from the Iran-Iraq War.webp is an open-license Commons image record linked to Middle East and North Africa / Iran. Iranian propaganda poster from the Iran-Iraq War (1980-1988). It says: ""War! War, until Victory!""",This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Iranian propaganda poster from the Iran-Iraq War.webp. https://commons.wikimedia.org/wiki/File:Iranian_propaganda_poster_from_the_Iran-Iraq_War.webp. Accessed 2026-06-12.
CRB2026V3R00132,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Khamenei-poster.jpg / page 26384267,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APolitical+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,26384267,https://commons.wikimedia.org/wiki/File:Khamenei-poster.jpg,Khamenei-poster.jpg,Unknown,1981,1981,1981,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,http://fararu.com/files/fa/news/1392/3/4/67121_512.jpg,پوستر تبلیغات سید علی خامنه‌ای برای انتخابات ریاست جمهوری ایران,"Khamenei-poster; October 1981; 2013-05-29 10:50:08; http://fararu.com/files/fa/news/1392/3/4/67121_512.jpg; Category:Ali Khamenei in 1981 Category:Derivative versions Category:Iranian presidential election, October 1981 Category:PD Iran Category:Political posters of Iran","Middle East and North Africa; Iran; poster; Category:Ali Khamenei in 1981 Category:Derivative versions Category:Iranian presidential election, October 1981 Category:PD Iran Category:Political posters of Iran",Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/7/70/Khamenei-poster.jpg,false,https://commons.wikimedia.org/wiki/File:Khamenei-poster.jpg,false,,,2026-06-12,expected,ok,open_image_frame,پوستر تبلیغات سید علی خامنه‌ای برای انتخابات ریاست جمهوری ایران,پوستر تبلیغات سید علی خامنه‌ای برای انتخابات ریاست جمهوری ایران,Khamenei-poster.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. پوستر تبلیغات سید علی خامنه‌ای برای انتخابات ریاست جمهوری ایران,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Khamenei-poster.jpg. https://commons.wikimedia.org/wiki/File:Khamenei-poster.jpg. Accessed 2026-06-12.
CRB2026V3R00133,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,"Wikimedia Commons file source / 'Workers, Toilers! Islam is your supporter' propaganda poster.jpg / page 126471908",https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APolitical+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,126471908,"https://commons.wikimedia.org/wiki/File:%27Workers,_Toilers!_Islam_is_your_supporter%27_propaganda_poster.jpg","'Workers, Toilers! Islam is your supporter' propaganda poster.jpg",Staff of the newspaper,1982,1982,1982,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,https://www.iran-archive.com/sites/default/files/2021-09/jemhurie-eslami-vizhe-jang-03-mehr-1361_0.pdf,ویژه‌نامه دومین سالگرد جنگ تحمیلی، روزنامه جمهوری اسلامی، قسمت هفتم، شنبه، ۳ مهر ۱۳۶۱,"'Workers, Toilers! Islam is your supporter' propaganda poster; 1982-09-24; 2022-12-09 16:49:16; https://www.iran-archive.com/sites/default/files/2021-09/jemhurie-eslami-vizhe-jang-03-mehr-1361_0.pdf",Middle East and North Africa; Iran; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/%27Workers%2C_Toilers%21_Islam_is_your_supporter%27_propaganda_poster.jpg/1280px-%27Workers%2C_Toilers%21_Islam_is_your_supporter%27_propaganda_poster.jpg,false,"https://commons.wikimedia.org/wiki/File:%27Workers,_Toilers!_Islam_is_your_supporter%27_propaganda_poster.jpg",false,,,2026-06-12,expected,ok,open_image_frame,ویژه‌نامه دومین سالگرد جنگ تحمیلی، روزنامه جمهوری اسلامی، قسمت هفتم، شنبه، ۳ مهر ۱۳۶۱,ویژه‌نامه دومین سالگرد جنگ تحمیلی، روزنامه جمهوری اسلامی، قسمت هفتم، شنبه، ۳ مهر ۱۳۶۱,"'Workers, Toilers! Islam is your supporter' propaganda poster.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. ویژه‌نامه دومین سالگرد جنگ تحمیلی، روزنامه جمهوری اسلامی، قسمت هفتم، شنبه، ۳ مهر ۱۳۶۱",This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.","Wikimedia Commons. 'Workers, Toilers! Islam is your supporter' propaganda poster.jpg. https://commons.wikimedia.org/wiki/File:%27Workers,_Toilers!_Islam_is_your_supporter%27_propaganda_poster.jpg. Accessed 2026-06-12."
CRB2026V3R00134,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Margesefid.jpg / page 57390496,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3AFilm+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,57390496,https://commons.wikimedia.org/wiki/File:Margesefid.jpg,Margesefid.jpg,Sirous Shaghaghi,1982,1982,1982,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Personal archive,پوستر فیلم مرگ سفید,Margesefid; 1982; 2017-03-25 12:20:03; Personal archive; Category:1982 film posters of Iran Category:Film posters of Iran Category:PD Iran,Middle East and North Africa; Iran; poster; Category:1982 film posters of Iran Category:Film posters of Iran Category:PD Iran,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Margesefid.jpg/1280px-Margesefid.jpg,false,https://commons.wikimedia.org/wiki/File:Margesefid.jpg,false,,,2026-06-12,expected,ok,open_image_frame,پوستر فیلم مرگ سفید,پوستر فیلم مرگ سفید,Margesefid.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. پوستر فیلم مرگ سفید,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Margesefid.jpg. https://commons.wikimedia.org/wiki/File:Margesefid.jpg. Accessed 2026-06-12.
CRB2026V3R00135,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Commemorating poster of Dariush Goudarzikia.jpg / page 125894495,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APosters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,125894495,https://commons.wikimedia.org/wiki/File:Commemorating_poster_of_Dariush_Goudarzikia.jpg,Commemorating poster of Dariush Goudarzikia.jpg,Unknown author Unknown author,1984,1984,1984,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,defapress.ir,Dariush Goudarzikia,Commemorating poster of Dariush Goudarzikia; 1984-10; 2022-11-24 15:24:27; defapress.ir,Middle East and North Africa; Iran; poster;,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Commemorating_poster_of_Dariush_Goudarzikia.jpg/1280px-Commemorating_poster_of_Dariush_Goudarzikia.jpg,false,https://commons.wikimedia.org/wiki/File:Commemorating_poster_of_Dariush_Goudarzikia.jpg,false,,,2026-06-12,expected,ok,open_image_frame,Dariush Goudarzikia,Dariush Goudarzikia,Commemorating poster of Dariush Goudarzikia.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. Dariush Goudarzikia,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Commemorating poster of Dariush Goudarzikia.jpg. https://commons.wikimedia.org/wiki/File:Commemorating_poster_of_Dariush_Goudarzikia.jpg. Accessed 2026-06-12.
CRB2026V3R00136,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / The lead bateni.jpg / page 56140225,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3AFilm+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,56140225,https://commons.wikimedia.org/wiki/File:The_lead_bateni.jpg,The lead bateni.jpg,Mohammad Ali Bateni,1988,1988,1988,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Personal archive,the lead movie poster,The lead bateni; 1988; 2017-02-10 16:44:48; Personal archive; Category:Film posters of Iran Category:PD Iran,Middle East and North Africa; Iran; poster; Category:Film posters of Iran Category:PD Iran,Wikimedia Commons open-license metadata: Public domain.,,Wikimedia Commons open-license metadata: Public domain.,IMG03,Wikimedia Commons open-license metadata: Public domain.,IMG03: Wikimedia Commons open-license metadata: Public domain.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/The_lead_bateni.jpg/1280px-The_lead_bateni.jpg,false,https://commons.wikimedia.org/wiki/File:The_lead_bateni.jpg,false,,,2026-06-12,expected,ok,open_image_frame,the lead movie poster,the lead movie poster,The lead bateni.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. the lead movie poster,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. The lead bateni.jpg. https://commons.wikimedia.org/wiki/File:The_lead_bateni.jpg. Accessed 2026-06-12.
CRB2026V3R00137,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Farshad-topscorer.jpg / page 134925463,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3AFilm+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,134925463,https://commons.wikimedia.org/wiki/File:Farshad-topscorer.jpg,Farshad-topscorer.jpg,Js8derby,2011,2011,2011,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Own work,پوستر مستند فرشاد آقای گل,Farshad-topscorer; 2011-06-07 22:15:03; 2023-07-25 09:04:56; Own work; Category:CC-BY-SA-4.0 Category:Farshad Pious Category:Film posters of Iran Category:Self-published work,Middle East and North Africa; Iran; poster; Category:CC-BY-SA-4.0 Category:Farshad Pious Category:Film posters of Iran Category:Self-published work,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03: Wikimedia Commons open-license metadata: CC BY-SA 4.0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Farshad-topscorer.jpg/1280px-Farshad-topscorer.jpg,false,https://commons.wikimedia.org/wiki/File:Farshad-topscorer.jpg,false,,,2026-06-12,expected,ok,open_image_frame,پوستر مستند فرشاد آقای گل,پوستر مستند فرشاد آقای گل,Farshad-topscorer.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. پوستر مستند فرشاد آقای گل,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Farshad-topscorer.jpg. https://commons.wikimedia.org/wiki/File:Farshad-topscorer.jpg. Accessed 2026-06-12.
CRB2026V3R00138,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Official poster of 10th Anniversary of Persian Wikipedia.jpg / page 30196259,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APosters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,30196259,https://commons.wikimedia.org/wiki/File:Official_poster_of_10th_Anniversary_of_Persian_Wikipedia.jpg,Official poster of 10th Anniversary of Persian Wikipedia.jpg,myself,2013,2013,2013,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Own work,Official poster of 10th Anniversary of Persian Wikipedia.,Official poster of 10th Anniversary of Persian Wikipedia; 2013-12; 2013-12-17 00:46:27; Own work; Category:CC-Zero Category:Posters of Iran Category:Self-published work Category:Tenth anniversary of Persian Wikipedia Category:Toy balloons in art,Middle East and North Africa; Iran; poster; Category:CC-Zero Category:Posters of Iran Category:Self-published work Category:Tenth anniversary of Persian Wikipedia Category:Toy balloons in art,Wikimedia Commons open-license metadata: CC0.,,Wikimedia Commons open-license metadata: CC0.,IMG03,Wikimedia Commons open-license metadata: CC0.,IMG03: Wikimedia Commons open-license metadata: CC0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/2/2b/Official_poster_of_10th_Anniversary_of_Persian_Wikipedia.jpg,false,https://commons.wikimedia.org/wiki/File:Official_poster_of_10th_Anniversary_of_Persian_Wikipedia.jpg,false,,,2026-06-12,expected,ok,open_image_frame,Official poster of 10th Anniversary of Persian Wikipedia.,Official poster of 10th Anniversary of Persian Wikipedia.,Official poster of 10th Anniversary of Persian Wikipedia.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. Official poster of 10th Anniversary of Persian Wikipedia.,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Official poster of 10th Anniversary of Persian Wikipedia.jpg. https://commons.wikimedia.org/wiki/File:Official_poster_of_10th_Anniversary_of_Persian_Wikipedia.jpg. Accessed 2026-06-12.
CRB2026V3R00139,CRB2026V3,region_balance_v3_infer_film_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Razor's Edge poster 1.jpg / page 87264349,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=search&gsrnamespace=6&gsrsearch=%222017%22+%22film+poster%22&gsrlimit=50&gsroffset=0,captured,87264349,https://commons.wikimedia.org/wiki/File:Razor%27s_Edge_poster_1.jpg,Razor's Edge poster 1.jpg,Bahman Maghsoudlou,2017,2017,2017,Middle East and North Africa / Iran,large region-balanced open image record; film poster,source-hosted open image; graphic design / visual communication candidate,Private correspondence,Poster for documentary film Razor's Edge: The Legacy of Iranian Actresses,Razor's Edge poster 1; 2017-10-29 17:45:52; 2020-02-20 03:33:41; Private correspondence,Middle East and North Africa; Iran; film poster;,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03: Wikimedia Commons open-license metadata: CC BY-SA 4.0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/8/8a/Razor%27s_Edge_poster_1.jpg,false,https://commons.wikimedia.org/wiki/File:Razor%27s_Edge_poster_1.jpg,false,,,2026-06-12,expected,ok,open_image_frame,Poster for documentary film Razor's Edge: The Legacy of Iranian Actresses,Poster for documentary film Razor's Edge: The Legacy of Iranian Actresses,Razor's Edge poster 1.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. Poster for documentary film Razor's Edge: The Legacy of Iranian Actresses,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Razor's Edge poster 1.jpg. https://commons.wikimedia.org/wiki/File:Razor%27s_Edge_poster_1.jpg. Accessed 2026-06-12.
CRB2026V3R00140,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / Blood trace.jpg / page 99818245,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3AFilm+posters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,99818245,https://commons.wikimedia.org/wiki/File:Blood_trace.jpg,Blood trace.jpg,AbouData,2019,2019,2019,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Own work,آغاز اکران فیلم ماجرای نیمروز-ردخون در مشهد مقدس، سینما هویزه,Blood trace; 2019-10-25; 2021-02-13 10:49:52; Own work; Category:CC-BY-SA-4.0 Category:Film posters of Iran Category:Male film producers from Iran Category:Self-published work,Middle East and North Africa; Iran; poster; Category:CC-BY-SA-4.0 Category:Film posters of Iran Category:Male film producers from Iran Category:Self-published work,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03: Wikimedia Commons open-license metadata: CC BY-SA 4.0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Blood_trace.jpg/1280px-Blood_trace.jpg,false,https://commons.wikimedia.org/wiki/File:Blood_trace.jpg,false,,,2026-06-12,expected,ok,open_image_frame,آغاز اکران فیلم ماجرای نیمروز-ردخون در مشهد مقدس، سینما هویزه,آغاز اکران فیلم ماجرای نیمروز-ردخون در مشهد مقدس، سینما هویزه,Blood trace.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. آغاز اکران فیلم ماجرای نیمروز-ردخون در مشهد مقدس، سینما هویزه,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. Blood trace.jpg. https://commons.wikimedia.org/wiki/File:Blood_trace.jpg. Accessed 2026-06-12.
CRB2026V3R00141,CRB2026V3,region_balance_v3_iran_poster,SRC-COMMONS-REGION-BALANCE-2026-V3,Wikimedia Commons file source / پوستر محیط زیست.jpg / page 83152119,https://commons.wikimedia.org/w/api.php?action=query&format=json&prop=imageinfo%7Ccategories&iiprop=url%7Cextmetadata%7Cmime%7Csize&iiurlwidth=1000&cllimit=20&generator=categorymembers&gcmtitle=Category%3APosters+of+Iran&gcmnamespace=6&gcmlimit=50,captured,83152119,https://commons.wikimedia.org/wiki/File:%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%85%D8%AD%DB%8C%D8%B7_%D8%B2%DB%8C%D8%B3%D8%AA.jpg,پوستر محیط زیست.jpg,Hossein Mohammadi Vahidi,2019,2019,2019,Middle East and North Africa / Iran,large region-balanced open image record; poster,source-hosted open image; graphic design / visual communication candidate,Own work,Hossein Mohammadi Vahidi's Poster For 4Block Poster Biennial in Ukraine,پوستر محیط زیست; 2019-10-15 18:37:26; 2019-10-17 09:07:35; Own work,Middle East and North Africa; Iran; poster;,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03,Wikimedia Commons open-license metadata: CC BY-SA 4.0.,IMG03: Wikimedia Commons open-license metadata: CC BY-SA 4.0.,high,false,Use source-hosted Commons image URL with attribution and source link; no local image copy.,open_image_frame,https://upload.wikimedia.org/wikipedia/commons/a/af/%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%85%D8%AD%DB%8C%D8%B7_%D8%B2%DB%8C%D8%B3%D8%AA.jpg,false,https://commons.wikimedia.org/wiki/File:%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%85%D8%AD%DB%8C%D8%B7_%D8%B2%DB%8C%D8%B3%D8%AA.jpg,false,,,2026-06-12,expected,ok,open_image_frame,Hossein Mohammadi Vahidi's Poster For 4Block Poster Biennial in Ukraine,Hossein Mohammadi Vahidi's Poster For 4Block Poster Biennial in Ukraine,پوستر محیط زیست.jpg is an open-license Commons image record linked to Middle East and North Africa / Iran. Hossein Mohammadi Vahidi's Poster For 4Block Poster Biennial in Ukraine,This open-image record strengthens undercovered Middle East and North Africa / Iran visual evidence while preserving the Commons source page and any credited source/author.,"Selected by large region-balanced Commons query, open-license extmetadata, strict source-derived graphic-object filter, duplicate exclusion, and explicit object-year evidence.","Commons metadata can be user-maintained; verify object date, original creator, source credit, and visual-communication relevance before final scholarly use.",Wikimedia Commons. پوستر محیط زیست.jpg. https://commons.wikimedia.org/wiki/File:%D9%BE%D9%88%D8%B3%D8%AA%D8%B1_%D9%85%D8%AD%DB%8C%D8%B7_%D8%B2%DB%8C%D8%B3%D8%AA.jpg. Accessed 2026-06-12.
